Time,DER_671_c_3_Watts,DER_671_c_3_Vars,DER_671_c_3_loc
1672553475,4878.0,0.0,tlx_671_c_h_3
1672553480,4986.0,0.0,tlx_671_c_h_3
1672553485,3481.0,0.0,tlx_671_c_h_3
1672553490,3286.0,0.0,tlx_671_c_h_3
1672553495,3235.0,0.0,tlx_671_c_h_3
1672553500,3713.0,0.0,tlx_671_c_h_3
1672553505,3910.0,0.0,tlx_671_c_h_3
1672553510,3909.0,0.0,tlx_671_c_h_3
1672553515,4833.0,0.0,tlx_671_c_h_3
1672553520,3526.0,0.0,tlx_671_c_h_3
1672553525,4092.0,0.0,tlx_671_c_h_3
1672553530,4433.0,0.0,tlx_671_c_h_3
1672553535,3482.0,0.0,tlx_671_c_h_3
1672553540,4503.0,0.0,tlx_671_c_h_3
1672553545,4163.0,0.0,tlx_671_c_h_3
1672553550,3594.0,0.0,tlx_671_c_h_3
1672553555,4092.0,0.0,tlx_671_c_h_3
1672553560,4836.0,0.0,tlx_671_c_h_3
1672553565,3229.0,0.0,tlx_671_c_h_3
1672553570,4659.0,0.0,tlx_671_c_h_3
1672553575,4288.0,0.0,tlx_671_c_h_3
1672553580,3074.0,0.0,tlx_671_c_h_3
1672553585,3295.0,0.0,tlx_671_c_h_3
1672553590,3567.0,0.0,tlx_671_c_h_3
1672553595,4095.0,0.0,tlx_671_c_h_3
1672553600,3912.0,0.0,tlx_671_c_h_3
1672553605,3260.0,0.0,tlx_671_c_h_3
1672553610,3962.0,0.0,tlx_671_c_h_3
1672553615,4523.0,0.0,tlx_671_c_h_3
1672553620,4387.0,0.0,tlx_671_c_h_3
1672553625,3535.0,0.0,tlx_671_c_h_3
1672553630,3574.0,0.0,tlx_671_c_h_3
1672553635,4201.0,0.0,tlx_671_c_h_3
1672553640,4154.0,0.0,tlx_671_c_h_3
1672553645,3168.0,0.0,tlx_671_c_h_3
1672553650,3753.0,0.0,tlx_671_c_h_3
1672553655,3462.0,0.0,tlx_671_c_h_3
1672553660,3664.0,0.0,tlx_671_c_h_3
1672553665,3935.0,0.0,tlx_671_c_h_3
1672553670,4398.0,0.0,tlx_671_c_h_3
1672553675,4797.0,0.0,tlx_671_c_h_3
1672553680,3764.0,0.0,tlx_671_c_h_3
1672553685,3556.0,0.0,tlx_671_c_h_3
1672553690,3854.0,0.0,tlx_671_c_h_3
1672553695,3078.0,0.0,tlx_671_c_h_3
1672553700,4909.0,0.0,tlx_671_c_h_3
1672553705,4539.0,0.0,tlx_671_c_h_3
1672553710,3419.0,0.0,tlx_671_c_h_3
1672553715,4103.0,0.0,tlx_671_c_h_3
1672553720,3708.0,0.0,tlx_671_c_h_3
1672553725,3173.0,0.0,tlx_671_c_h_3
1672553730,4911.0,0.0,tlx_671_c_h_3
1672553735,3077.0,0.0,tlx_671_c_h_3
1672553740,3255.0,0.0,tlx_671_c_h_3
1672553745,3087.0,0.0,tlx_671_c_h_3
1672553750,4379.0,0.0,tlx_671_c_h_3
1672553755,4472.0,0.0,tlx_671_c_h_3
1672553760,4101.0,0.0,tlx_671_c_h_3
1672553765,4190.0,0.0,tlx_671_c_h_3
1672553770,4652.0,0.0,tlx_671_c_h_3
1672553775,3250.0,0.0,tlx_671_c_h_3
1672553780,3302.0,0.0,tlx_671_c_h_3
1672553785,3389.0,0.0,tlx_671_c_h_3
1672553790,4318.0,0.0,tlx_671_c_h_3
1672553795,3866.0,0.0,tlx_671_c_h_3
1672553800,3525.0,0.0,tlx_671_c_h_3
1672553805,4275.0,0.0,tlx_671_c_h_3
1672553810,4802.0,0.0,tlx_671_c_h_3
1672553815,3853.0,0.0,tlx_671_c_h_3
1672553820,3377.0,0.0,tlx_671_c_h_3
1672553825,4393.0,0.0,tlx_671_c_h_3
1672553830,3404.0,0.0,tlx_671_c_h_3
1672553835,3936.0,0.0,tlx_671_c_h_3
1672553840,4813.0,0.0,tlx_671_c_h_3
1672553845,4859.0,0.0,tlx_671_c_h_3
1672553850,4140.0,0.0,tlx_671_c_h_3
1672553855,4975.0,0.0,tlx_671_c_h_3
1672553860,4775.0,0.0,tlx_671_c_h_3
1672553865,3207.0,0.0,tlx_671_c_h_3
1672553870,4790.0,0.0,tlx_671_c_h_3
1672553875,3047.0,0.0,tlx_671_c_h_3
1672553880,4528.0,0.0,tlx_671_c_h_3
1672553885,3256.0,0.0,tlx_671_c_h_3
1672553890,4220.0,0.0,tlx_671_c_h_3
1672553895,3813.0,0.0,tlx_671_c_h_3
1672553900,3750.0,0.0,tlx_671_c_h_3
1672553905,4896.0,0.0,tlx_671_c_h_3
1672553910,4553.0,0.0,tlx_671_c_h_3
1672553915,4533.0,0.0,tlx_671_c_h_3
1672553920,4017.0,0.0,tlx_671_c_h_3
1672553925,4156.0,0.0,tlx_671_c_h_3
1672553930,4408.0,0.0,tlx_671_c_h_3
1672553935,3365.0,0.0,tlx_671_c_h_3
1672553940,4771.0,0.0,tlx_671_c_h_3
1672553945,4099.0,0.0,tlx_671_c_h_3
1672553950,4747.0,0.0,tlx_671_c_h_3
1672553955,4093.0,0.0,tlx_671_c_h_3
1672553960,3378.0,0.0,tlx_671_c_h_3
1672553965,4069.0,0.0,tlx_671_c_h_3
1672553970,4753.0,0.0,tlx_671_c_h_3
1672553975,4930.0,0.0,tlx_671_c_h_3
1672553980,4693.0,0.0,tlx_671_c_h_3
1672553985,3916.0,0.0,tlx_671_c_h_3
1672553990,3981.0,0.0,tlx_671_c_h_3
1672553995,3366.0,0.0,tlx_671_c_h_3
1672554000,3073.0,0.0,tlx_671_c_h_3
1672554005,4846.0,0.0,tlx_671_c_h_3
1672554010,3420.0,0.0,tlx_671_c_h_3
1672554015,4478.0,0.0,tlx_671_c_h_3
1672554020,4272.0,0.0,tlx_671_c_h_3
1672554025,4734.0,0.0,tlx_671_c_h_3
1672554030,3502.0,0.0,tlx_671_c_h_3
1672554035,4057.0,0.0,tlx_671_c_h_3
1672554040,3706.0,0.0,tlx_671_c_h_3
1672554045,4722.0,0.0,tlx_671_c_h_3
1672554050,3636.0,0.0,tlx_671_c_h_3
1672554055,3029.0,0.0,tlx_671_c_h_3
1672554060,3233.0,0.0,tlx_671_c_h_3
1672554065,4525.0,0.0,tlx_671_c_h_3
1672554070,4371.0,0.0,tlx_671_c_h_3
1672554075,3955.0,0.0,tlx_671_c_h_3
1672554080,3898.0,0.0,tlx_671_c_h_3
1672554085,4451.0,0.0,tlx_671_c_h_3
1672554090,4883.0,0.0,tlx_671_c_h_3
1672554095,3457.0,0.0,tlx_671_c_h_3
1672554100,3385.0,0.0,tlx_671_c_h_3
1672554105,4460.0,0.0,tlx_671_c_h_3
1672554110,3068.0,0.0,tlx_671_c_h_3
1672554115,3592.0,0.0,tlx_671_c_h_3
1672554120,3046.0,0.0,tlx_671_c_h_3
1672554125,3029.0,0.0,tlx_671_c_h_3
1672554130,4820.0,0.0,tlx_671_c_h_3
1672554135,4298.0,0.0,tlx_671_c_h_3
1672554140,3032.0,0.0,tlx_671_c_h_3
1672554145,3048.0,0.0,tlx_671_c_h_3
1672554150,3876.0,0.0,tlx_671_c_h_3
1672554155,3524.0,0.0,tlx_671_c_h_3
1672554160,4812.0,0.0,tlx_671_c_h_3
1672554165,3555.0,0.0,tlx_671_c_h_3
1672554170,4932.0,0.0,tlx_671_c_h_3
1672554175,4879.0,0.0,tlx_671_c_h_3
1672554180,4631.0,0.0,tlx_671_c_h_3
1672554185,4735.0,0.0,tlx_671_c_h_3
1672554190,3782.0,0.0,tlx_671_c_h_3
1672554195,4821.0,0.0,tlx_671_c_h_3
1672554200,4486.0,0.0,tlx_671_c_h_3
1672554205,3577.0,0.0,tlx_671_c_h_3
1672554210,4007.0,0.0,tlx_671_c_h_3
1672554215,3941.0,0.0,tlx_671_c_h_3
1672554220,3618.0,0.0,tlx_671_c_h_3
1672554225,3284.0,0.0,tlx_671_c_h_3
1672554230,3365.0,0.0,tlx_671_c_h_3
1672554235,4077.0,0.0,tlx_671_c_h_3
1672554240,4121.0,0.0,tlx_671_c_h_3
1672554245,3022.0,0.0,tlx_671_c_h_3
1672554250,3920.0,0.0,tlx_671_c_h_3
1672554255,3489.0,0.0,tlx_671_c_h_3
1672554260,4353.0,0.0,tlx_671_c_h_3
1672554265,4502.0,0.0,tlx_671_c_h_3
1672554270,4113.0,0.0,tlx_671_c_h_3
1672554275,3060.0,0.0,tlx_671_c_h_3
1672554280,4963.0,0.0,tlx_671_c_h_3
1672554285,3696.0,0.0,tlx_671_c_h_3
1672554290,3636.0,0.0,tlx_671_c_h_3
1672554295,3559.0,0.0,tlx_671_c_h_3
1672554300,3177.0,0.0,tlx_671_c_h_3
1672554305,3899.0,0.0,tlx_671_c_h_3
1672554310,3185.0,0.0,tlx_671_c_h_3
1672554315,3383.0,0.0,tlx_671_c_h_3
1672554320,4247.0,0.0,tlx_671_c_h_3
1672554325,3013.0,0.0,tlx_671_c_h_3
1672554330,3601.0,0.0,tlx_671_c_h_3
1672554335,4748.0,0.0,tlx_671_c_h_3
1672554340,3657.0,0.0,tlx_671_c_h_3
1672554345,4989.0,0.0,tlx_671_c_h_3
1672554350,3035.0,0.0,tlx_671_c_h_3
1672554355,3768.0,0.0,tlx_671_c_h_3
1672554360,4124.0,0.0,tlx_671_c_h_3
1672554365,4152.0,0.0,tlx_671_c_h_3
1672554370,3929.0,0.0,tlx_671_c_h_3
1672554375,3252.0,0.0,tlx_671_c_h_3
1672554380,4897.0,0.0,tlx_671_c_h_3
1672554385,4300.0,0.0,tlx_671_c_h_3
1672554390,3771.0,0.0,tlx_671_c_h_3
1672554395,4159.0,0.0,tlx_671_c_h_3
1672554400,3993.0,0.0,tlx_671_c_h_3
1672554405,4585.0,0.0,tlx_671_c_h_3
1672554410,3183.0,0.0,tlx_671_c_h_3
1672554415,4520.0,0.0,tlx_671_c_h_3
1672554420,3214.0,0.0,tlx_671_c_h_3
1672554425,4905.0,0.0,tlx_671_c_h_3
1672554430,3261.0,0.0,tlx_671_c_h_3
1672554435,3329.0,0.0,tlx_671_c_h_3
1672554440,4358.0,0.0,tlx_671_c_h_3
1672554445,4250.0,0.0,tlx_671_c_h_3
1672554450,4094.0,0.0,tlx_671_c_h_3
1672554455,4441.0,0.0,tlx_671_c_h_3
1672554460,3999.0,0.0,tlx_671_c_h_3
1672554465,3216.0,0.0,tlx_671_c_h_3
1672554470,3282.0,0.0,tlx_671_c_h_3
1672554475,4454.0,0.0,tlx_671_c_h_3
1672554480,3445.0,0.0,tlx_671_c_h_3
1672554485,4872.0,0.0,tlx_671_c_h_3
1672554490,4810.0,0.0,tlx_671_c_h_3
1672554495,3744.0,0.0,tlx_671_c_h_3
1672554500,3228.0,0.0,tlx_671_c_h_3
1672554505,4628.0,0.0,tlx_671_c_h_3
1672554510,3911.0,0.0,tlx_671_c_h_3
1672554515,4575.0,0.0,tlx_671_c_h_3
1672554520,3577.0,0.0,tlx_671_c_h_3
1672554525,3130.0,0.0,tlx_671_c_h_3
1672554530,3607.0,0.0,tlx_671_c_h_3
1672554535,4728.0,0.0,tlx_671_c_h_3
1672554540,3682.0,0.0,tlx_671_c_h_3
1672554545,4178.0,0.0,tlx_671_c_h_3
1672554550,3417.0,0.0,tlx_671_c_h_3
1672554555,4768.0,0.0,tlx_671_c_h_3
1672554560,3814.0,0.0,tlx_671_c_h_3
1672554565,3937.0,0.0,tlx_671_c_h_3
1672554570,4022.0,0.0,tlx_671_c_h_3
1672554575,3996.0,0.0,tlx_671_c_h_3
1672554580,4669.0,0.0,tlx_671_c_h_3
1672554585,3857.0,0.0,tlx_671_c_h_3
1672554590,4969.0,0.0,tlx_671_c_h_3
1672554595,3894.0,0.0,tlx_671_c_h_3
1672554600,4572.0,0.0,tlx_671_c_h_3
1672554605,4589.0,0.0,tlx_671_c_h_3
1672554610,4675.0,0.0,tlx_671_c_h_3
1672554615,4352.0,0.0,tlx_671_c_h_3
1672554620,4487.0,0.0,tlx_671_c_h_3
1672554625,3332.0,0.0,tlx_671_c_h_3
1672554630,3612.0,0.0,tlx_671_c_h_3
1672554635,3568.0,0.0,tlx_671_c_h_3
1672554640,4601.0,0.0,tlx_671_c_h_3
1672554645,4297.0,0.0,tlx_671_c_h_3
1672554650,4138.0,0.0,tlx_671_c_h_3
1672554655,3601.0,0.0,tlx_671_c_h_3
1672554660,3350.0,0.0,tlx_671_c_h_3
1672554665,3290.0,0.0,tlx_671_c_h_3
1672554670,4561.0,0.0,tlx_671_c_h_3
1672554675,4802.0,0.0,tlx_671_c_h_3
1672554680,4664.0,0.0,tlx_671_c_h_3
1672554685,3200.0,0.0,tlx_671_c_h_3
1672554690,3512.0,0.0,tlx_671_c_h_3
1672554695,4541.0,0.0,tlx_671_c_h_3
1672554700,3095.0,0.0,tlx_671_c_h_3
1672554705,4976.0,0.0,tlx_671_c_h_3
1672554710,3810.0,0.0,tlx_671_c_h_3
1672554715,3270.0,0.0,tlx_671_c_h_3
1672554720,3222.0,0.0,tlx_671_c_h_3
1672554725,3592.0,0.0,tlx_671_c_h_3
1672554730,4388.0,0.0,tlx_671_c_h_3
1672554735,3668.0,0.0,tlx_671_c_h_3
1672554740,3787.0,0.0,tlx_671_c_h_3
1672554745,4579.0,0.0,tlx_671_c_h_3
1672554750,3551.0,0.0,tlx_671_c_h_3
1672554755,3677.0,0.0,tlx_671_c_h_3
1672554760,3666.0,0.0,tlx_671_c_h_3
1672554765,4690.0,0.0,tlx_671_c_h_3
1672554770,3457.0,0.0,tlx_671_c_h_3
1672554775,3625.0,0.0,tlx_671_c_h_3
1672554780,4616.0,0.0,tlx_671_c_h_3
1672554785,4818.0,0.0,tlx_671_c_h_3
1672554790,4701.0,0.0,tlx_671_c_h_3
1672554795,3622.0,0.0,tlx_671_c_h_3
1672554800,3583.0,0.0,tlx_671_c_h_3
1672554805,3757.0,0.0,tlx_671_c_h_3
1672554810,4534.0,0.0,tlx_671_c_h_3
1672554815,3140.0,0.0,tlx_671_c_h_3
1672554820,4804.0,0.0,tlx_671_c_h_3
1672554825,3109.0,0.0,tlx_671_c_h_3
1672554830,3188.0,0.0,tlx_671_c_h_3
1672554835,3144.0,0.0,tlx_671_c_h_3
1672554840,4954.0,0.0,tlx_671_c_h_3
1672554845,4746.0,0.0,tlx_671_c_h_3
1672554850,3361.0,0.0,tlx_671_c_h_3
1672554855,3363.0,0.0,tlx_671_c_h_3
1672554860,3349.0,0.0,tlx_671_c_h_3
1672554865,4856.0,0.0,tlx_671_c_h_3
1672554870,4892.0,0.0,tlx_671_c_h_3
1672554875,3399.0,0.0,tlx_671_c_h_3
1672554880,3352.0,0.0,tlx_671_c_h_3
1672554885,3435.0,0.0,tlx_671_c_h_3
1672554890,3957.0,0.0,tlx_671_c_h_3
1672554895,3925.0,0.0,tlx_671_c_h_3
1672554900,4359.0,0.0,tlx_671_c_h_3
1672554905,3699.0,0.0,tlx_671_c_h_3
1672554910,3753.0,0.0,tlx_671_c_h_3
1672554915,3573.0,0.0,tlx_671_c_h_3
1672554920,3170.0,0.0,tlx_671_c_h_3
1672554925,3444.0,0.0,tlx_671_c_h_3
1672554930,4904.0,0.0,tlx_671_c_h_3
1672554935,4946.0,0.0,tlx_671_c_h_3
1672554940,4695.0,0.0,tlx_671_c_h_3
1672554945,4881.0,0.0,tlx_671_c_h_3
1672554950,4099.0,0.0,tlx_671_c_h_3
1672554955,3117.0,0.0,tlx_671_c_h_3
1672554960,4440.0,0.0,tlx_671_c_h_3
1672554965,3247.0,0.0,tlx_671_c_h_3
1672554970,3960.0,0.0,tlx_671_c_h_3
1672554975,4203.0,0.0,tlx_671_c_h_3
1672554980,3999.0,0.0,tlx_671_c_h_3
1672554985,3615.0,0.0,tlx_671_c_h_3
1672554990,4290.0,0.0,tlx_671_c_h_3
1672554995,4520.0,0.0,tlx_671_c_h_3
1672555000,4226.0,0.0,tlx_671_c_h_3
1672555005,4357.0,0.0,tlx_671_c_h_3
1672555010,3289.0,0.0,tlx_671_c_h_3
1672555015,4384.0,0.0,tlx_671_c_h_3
1672555020,4338.0,0.0,tlx_671_c_h_3
1672555025,3231.0,0.0,tlx_671_c_h_3
1672555030,3890.0,0.0,tlx_671_c_h_3
1672555035,4297.0,0.0,tlx_671_c_h_3
1672555040,3575.0,0.0,tlx_671_c_h_3
1672555045,3957.0,0.0,tlx_671_c_h_3
1672555050,3410.0,0.0,tlx_671_c_h_3
1672555055,3867.0,0.0,tlx_671_c_h_3
1672555060,4775.0,0.0,tlx_671_c_h_3
1672555065,4636.0,0.0,tlx_671_c_h_3
1672555070,3789.0,0.0,tlx_671_c_h_3
1672555075,4226.0,0.0,tlx_671_c_h_3
1672555080,3142.0,0.0,tlx_671_c_h_3
1672555085,3393.0,0.0,tlx_671_c_h_3
1672555090,4775.0,0.0,tlx_671_c_h_3
1672555095,4895.0,0.0,tlx_671_c_h_3
1672555100,3992.0,0.0,tlx_671_c_h_3
1672555105,3378.0,0.0,tlx_671_c_h_3
1672555110,4702.0,0.0,tlx_671_c_h_3
1672555115,3553.0,0.0,tlx_671_c_h_3
1672555120,3364.0,0.0,tlx_671_c_h_3
1672555125,3162.0,0.0,tlx_671_c_h_3
1672555130,3580.0,0.0,tlx_671_c_h_3
1672555135,3382.0,0.0,tlx_671_c_h_3
1672555140,4101.0,0.0,tlx_671_c_h_3
1672555145,3005.0,0.0,tlx_671_c_h_3
1672555150,4206.0,0.0,tlx_671_c_h_3
1672555155,4317.0,0.0,tlx_671_c_h_3
1672555160,4965.0,0.0,tlx_671_c_h_3
1672555165,3448.0,0.0,tlx_671_c_h_3
1672555170,3050.0,0.0,tlx_671_c_h_3
1672555175,3373.0,0.0,tlx_671_c_h_3
1672555180,4227.0,0.0,tlx_671_c_h_3
1672555185,4984.0,0.0,tlx_671_c_h_3
1672555190,4987.0,0.0,tlx_671_c_h_3
1672555195,4968.0,0.0,tlx_671_c_h_3
1672555200,4728.0,0.0,tlx_671_c_h_3
1672555205,3421.0,0.0,tlx_671_c_h_3
1672555210,4865.0,0.0,tlx_671_c_h_3
1672555215,4433.0,0.0,tlx_671_c_h_3
1672555220,3871.0,0.0,tlx_671_c_h_3
1672555225,3942.0,0.0,tlx_671_c_h_3
1672555230,4546.0,0.0,tlx_671_c_h_3
1672555235,3955.0,0.0,tlx_671_c_h_3
1672555240,4999.0,0.0,tlx_671_c_h_3
1672555245,4126.0,0.0,tlx_671_c_h_3
1672555250,3453.0,0.0,tlx_671_c_h_3
1672555255,3449.0,0.0,tlx_671_c_h_3
1672555260,4644.0,0.0,tlx_671_c_h_3
1672555265,3323.0,0.0,tlx_671_c_h_3
1672555270,3033.0,0.0,tlx_671_c_h_3
1672555275,4080.0,0.0,tlx_671_c_h_3
1672555280,3341.0,0.0,tlx_671_c_h_3
1672555285,3142.0,0.0,tlx_671_c_h_3
1672555290,4517.0,0.0,tlx_671_c_h_3
1672555295,4385.0,0.0,tlx_671_c_h_3
1672555300,4904.0,0.0,tlx_671_c_h_3
1672555305,4890.0,0.0,tlx_671_c_h_3
1672555310,4809.0,0.0,tlx_671_c_h_3
1672555315,3284.0,0.0,tlx_671_c_h_3
1672555320,4355.0,0.0,tlx_671_c_h_3
1672555325,4884.0,0.0,tlx_671_c_h_3
1672555330,4386.0,0.0,tlx_671_c_h_3
1672555335,4358.0,0.0,tlx_671_c_h_3
1672555340,4398.0,0.0,tlx_671_c_h_3
1672555345,3114.0,0.0,tlx_671_c_h_3
1672555350,3068.0,0.0,tlx_671_c_h_3
1672555355,3544.0,0.0,tlx_671_c_h_3
1672555360,3839.0,0.0,tlx_671_c_h_3
1672555365,3070.0,0.0,tlx_671_c_h_3
1672555370,4649.0,0.0,tlx_671_c_h_3
1672555375,4057.0,0.0,tlx_671_c_h_3
1672555380,3978.0,0.0,tlx_671_c_h_3
1672555385,4544.0,0.0,tlx_671_c_h_3
1672555390,3468.0,0.0,tlx_671_c_h_3
1672555395,4310.0,0.0,tlx_671_c_h_3
1672555400,4391.0,0.0,tlx_671_c_h_3
1672555405,3137.0,0.0,tlx_671_c_h_3
1672555410,3177.0,0.0,tlx_671_c_h_3
1672555415,3222.0,0.0,tlx_671_c_h_3
1672555420,4124.0,0.0,tlx_671_c_h_3
1672555425,3228.0,0.0,tlx_671_c_h_3
1672555430,3245.0,0.0,tlx_671_c_h_3
1672555435,3034.0,0.0,tlx_671_c_h_3
1672555440,4811.0,0.0,tlx_671_c_h_3
1672555445,4783.0,0.0,tlx_671_c_h_3
1672555450,4760.0,0.0,tlx_671_c_h_3
1672555455,4882.0,0.0,tlx_671_c_h_3
1672555460,3632.0,0.0,tlx_671_c_h_3
1672555465,4336.0,0.0,tlx_671_c_h_3
