Time,DER_675_a_17_Watts,DER_675_a_17_Vars,DER_675_a_17_loc
1672553020,4556.0,0.0,tlx_675_a_h_17
1672553025,3423.0,0.0,tlx_675_a_h_17
1672553030,4586.0,0.0,tlx_675_a_h_17
1672553035,4862.0,0.0,tlx_675_a_h_17
1672553040,3375.0,0.0,tlx_675_a_h_17
1672553045,4246.0,0.0,tlx_675_a_h_17
1672553050,3153.0,0.0,tlx_675_a_h_17
1672553055,4535.0,0.0,tlx_675_a_h_17
1672553060,3713.0,0.0,tlx_675_a_h_17
1672553065,4247.0,0.0,tlx_675_a_h_17
1672553070,3222.0,0.0,tlx_675_a_h_17
1672553075,4677.0,0.0,tlx_675_a_h_17
1672553080,4505.0,0.0,tlx_675_a_h_17
1672553085,4121.0,0.0,tlx_675_a_h_17
1672553090,4349.0,0.0,tlx_675_a_h_17
1672553095,3883.0,0.0,tlx_675_a_h_17
1672553100,4171.0,0.0,tlx_675_a_h_17
1672553105,3043.0,0.0,tlx_675_a_h_17
1672553110,4551.0,0.0,tlx_675_a_h_17
1672553115,3120.0,0.0,tlx_675_a_h_17
1672553120,3138.0,0.0,tlx_675_a_h_17
1672553125,4137.0,0.0,tlx_675_a_h_17
1672553130,4935.0,0.0,tlx_675_a_h_17
1672553135,3233.0,0.0,tlx_675_a_h_17
1672553140,3143.0,0.0,tlx_675_a_h_17
1672553145,3296.0,0.0,tlx_675_a_h_17
1672553150,3955.0,0.0,tlx_675_a_h_17
1672553155,3083.0,0.0,tlx_675_a_h_17
1672553160,3172.0,0.0,tlx_675_a_h_17
1672553165,4121.0,0.0,tlx_675_a_h_17
1672553170,4713.0,0.0,tlx_675_a_h_17
1672553175,4012.0,0.0,tlx_675_a_h_17
1672553180,4942.0,0.0,tlx_675_a_h_17
1672553185,3989.0,0.0,tlx_675_a_h_17
1672553190,3286.0,0.0,tlx_675_a_h_17
1672553195,3846.0,0.0,tlx_675_a_h_17
1672553200,4308.0,0.0,tlx_675_a_h_17
1672553205,4225.0,0.0,tlx_675_a_h_17
1672553210,4260.0,0.0,tlx_675_a_h_17
1672553215,4121.0,0.0,tlx_675_a_h_17
1672553220,3041.0,0.0,tlx_675_a_h_17
1672553225,4932.0,0.0,tlx_675_a_h_17
1672553230,4759.0,0.0,tlx_675_a_h_17
1672553235,3816.0,0.0,tlx_675_a_h_17
1672553240,3147.0,0.0,tlx_675_a_h_17
1672553245,3735.0,0.0,tlx_675_a_h_17
1672553250,3548.0,0.0,tlx_675_a_h_17
1672553255,4206.0,0.0,tlx_675_a_h_17
1672553260,3957.0,0.0,tlx_675_a_h_17
1672553265,3080.0,0.0,tlx_675_a_h_17
1672553270,3381.0,0.0,tlx_675_a_h_17
1672553275,4728.0,0.0,tlx_675_a_h_17
1672553280,4860.0,0.0,tlx_675_a_h_17
1672553285,3696.0,0.0,tlx_675_a_h_17
1672553290,4311.0,0.0,tlx_675_a_h_17
1672553295,4164.0,0.0,tlx_675_a_h_17
1672553300,3947.0,0.0,tlx_675_a_h_17
1672553305,3057.0,0.0,tlx_675_a_h_17
1672553310,4226.0,0.0,tlx_675_a_h_17
1672553315,4413.0,0.0,tlx_675_a_h_17
1672553320,4672.0,0.0,tlx_675_a_h_17
1672553325,4411.0,0.0,tlx_675_a_h_17
1672553330,4578.0,0.0,tlx_675_a_h_17
1672553335,3016.0,0.0,tlx_675_a_h_17
1672553340,3971.0,0.0,tlx_675_a_h_17
1672553345,4091.0,0.0,tlx_675_a_h_17
1672553350,3504.0,0.0,tlx_675_a_h_17
1672553355,4557.0,0.0,tlx_675_a_h_17
1672553360,3452.0,0.0,tlx_675_a_h_17
1672553365,4897.0,0.0,tlx_675_a_h_17
1672553370,3876.0,0.0,tlx_675_a_h_17
1672553375,3418.0,0.0,tlx_675_a_h_17
1672553380,3923.0,0.0,tlx_675_a_h_17
1672553385,4397.0,0.0,tlx_675_a_h_17
1672553390,4963.0,0.0,tlx_675_a_h_17
1672553395,3939.0,0.0,tlx_675_a_h_17
1672553400,3659.0,0.0,tlx_675_a_h_17
1672553405,4759.0,0.0,tlx_675_a_h_17
1672553410,4293.0,0.0,tlx_675_a_h_17
1672553415,3441.0,0.0,tlx_675_a_h_17
1672553420,4145.0,0.0,tlx_675_a_h_17
1672553425,4409.0,0.0,tlx_675_a_h_17
1672553430,4016.0,0.0,tlx_675_a_h_17
1672553435,3033.0,0.0,tlx_675_a_h_17
1672553440,3139.0,0.0,tlx_675_a_h_17
1672553445,3648.0,0.0,tlx_675_a_h_17
1672553450,4383.0,0.0,tlx_675_a_h_17
1672553455,4453.0,0.0,tlx_675_a_h_17
1672553460,3461.0,0.0,tlx_675_a_h_17
1672553465,3764.0,0.0,tlx_675_a_h_17
1672553470,4766.0,0.0,tlx_675_a_h_17
1672553475,4149.0,0.0,tlx_675_a_h_17
1672553480,4253.0,0.0,tlx_675_a_h_17
1672553485,3444.0,0.0,tlx_675_a_h_17
1672553490,3592.0,0.0,tlx_675_a_h_17
1672553495,4851.0,0.0,tlx_675_a_h_17
1672553500,4513.0,0.0,tlx_675_a_h_17
1672553505,4139.0,0.0,tlx_675_a_h_17
1672553510,4099.0,0.0,tlx_675_a_h_17
1672553515,3808.0,0.0,tlx_675_a_h_17
1672553520,4536.0,0.0,tlx_675_a_h_17
1672553525,4660.0,0.0,tlx_675_a_h_17
1672553530,4571.0,0.0,tlx_675_a_h_17
1672553535,4247.0,0.0,tlx_675_a_h_17
1672553540,4992.0,0.0,tlx_675_a_h_17
1672553545,3038.0,0.0,tlx_675_a_h_17
1672553550,3808.0,0.0,tlx_675_a_h_17
1672553555,3427.0,0.0,tlx_675_a_h_17
1672553560,3547.0,0.0,tlx_675_a_h_17
1672553565,4416.0,0.0,tlx_675_a_h_17
1672553570,3534.0,0.0,tlx_675_a_h_17
1672553575,3158.0,0.0,tlx_675_a_h_17
1672553580,4703.0,0.0,tlx_675_a_h_17
1672553585,3526.0,0.0,tlx_675_a_h_17
1672553590,3482.0,0.0,tlx_675_a_h_17
1672553595,4289.0,0.0,tlx_675_a_h_17
1672553600,3100.0,0.0,tlx_675_a_h_17
1672553605,4471.0,0.0,tlx_675_a_h_17
1672553610,4209.0,0.0,tlx_675_a_h_17
1672553615,3848.0,0.0,tlx_675_a_h_17
1672553620,3672.0,0.0,tlx_675_a_h_17
1672553625,3790.0,0.0,tlx_675_a_h_17
1672553630,3700.0,0.0,tlx_675_a_h_17
1672553635,4049.0,0.0,tlx_675_a_h_17
1672553640,3691.0,0.0,tlx_675_a_h_17
1672553645,4440.0,0.0,tlx_675_a_h_17
1672553650,4712.0,0.0,tlx_675_a_h_17
1672553655,3649.0,0.0,tlx_675_a_h_17
1672553660,4572.0,0.0,tlx_675_a_h_17
1672553665,4483.0,0.0,tlx_675_a_h_17
1672553670,3753.0,0.0,tlx_675_a_h_17
1672553675,3807.0,0.0,tlx_675_a_h_17
1672553680,3559.0,0.0,tlx_675_a_h_17
1672553685,4020.0,0.0,tlx_675_a_h_17
1672553690,3292.0,0.0,tlx_675_a_h_17
1672553695,3156.0,0.0,tlx_675_a_h_17
1672553700,4020.0,0.0,tlx_675_a_h_17
1672553705,4596.0,0.0,tlx_675_a_h_17
1672553710,3753.0,0.0,tlx_675_a_h_17
1672553715,3833.0,0.0,tlx_675_a_h_17
1672553720,4126.0,0.0,tlx_675_a_h_17
1672553725,3311.0,0.0,tlx_675_a_h_17
1672553730,4808.0,0.0,tlx_675_a_h_17
1672553735,4201.0,0.0,tlx_675_a_h_17
1672553740,4724.0,0.0,tlx_675_a_h_17
1672553745,3099.0,0.0,tlx_675_a_h_17
1672553750,4897.0,0.0,tlx_675_a_h_17
1672553755,4155.0,0.0,tlx_675_a_h_17
1672553760,3541.0,0.0,tlx_675_a_h_17
1672553765,3054.0,0.0,tlx_675_a_h_17
1672553770,4379.0,0.0,tlx_675_a_h_17
1672553775,3475.0,0.0,tlx_675_a_h_17
1672553780,3459.0,0.0,tlx_675_a_h_17
1672553785,4664.0,0.0,tlx_675_a_h_17
1672553790,3954.0,0.0,tlx_675_a_h_17
1672553795,3794.0,0.0,tlx_675_a_h_17
1672553800,4636.0,0.0,tlx_675_a_h_17
1672553805,4387.0,0.0,tlx_675_a_h_17
1672553810,4620.0,0.0,tlx_675_a_h_17
1672553815,3369.0,0.0,tlx_675_a_h_17
1672553820,3766.0,0.0,tlx_675_a_h_17
1672553825,3291.0,0.0,tlx_675_a_h_17
1672553830,3007.0,0.0,tlx_675_a_h_17
1672553835,3077.0,0.0,tlx_675_a_h_17
1672553840,4694.0,0.0,tlx_675_a_h_17
1672553845,3692.0,0.0,tlx_675_a_h_17
1672553850,4593.0,0.0,tlx_675_a_h_17
1672553855,3503.0,0.0,tlx_675_a_h_17
1672553860,4997.0,0.0,tlx_675_a_h_17
1672553865,3110.0,0.0,tlx_675_a_h_17
1672553870,3429.0,0.0,tlx_675_a_h_17
1672553875,3637.0,0.0,tlx_675_a_h_17
1672553880,3202.0,0.0,tlx_675_a_h_17
1672553885,4739.0,0.0,tlx_675_a_h_17
1672553890,4576.0,0.0,tlx_675_a_h_17
1672553895,4948.0,0.0,tlx_675_a_h_17
1672553900,4054.0,0.0,tlx_675_a_h_17
1672553905,4829.0,0.0,tlx_675_a_h_17
1672553910,3892.0,0.0,tlx_675_a_h_17
1672553915,4428.0,0.0,tlx_675_a_h_17
1672553920,3988.0,0.0,tlx_675_a_h_17
1672553925,4690.0,0.0,tlx_675_a_h_17
1672553930,3985.0,0.0,tlx_675_a_h_17
1672553935,4891.0,0.0,tlx_675_a_h_17
1672553940,4456.0,0.0,tlx_675_a_h_17
1672553945,4421.0,0.0,tlx_675_a_h_17
1672553950,4156.0,0.0,tlx_675_a_h_17
1672553955,4480.0,0.0,tlx_675_a_h_17
1672553960,4783.0,0.0,tlx_675_a_h_17
1672553965,3682.0,0.0,tlx_675_a_h_17
1672553970,3148.0,0.0,tlx_675_a_h_17
1672553975,3823.0,0.0,tlx_675_a_h_17
1672553980,4840.0,0.0,tlx_675_a_h_17
1672553985,3809.0,0.0,tlx_675_a_h_17
1672553990,4689.0,0.0,tlx_675_a_h_17
1672553995,4323.0,0.0,tlx_675_a_h_17
1672554000,3743.0,0.0,tlx_675_a_h_17
1672554005,4964.0,0.0,tlx_675_a_h_17
1672554010,4378.0,0.0,tlx_675_a_h_17
1672554015,4899.0,0.0,tlx_675_a_h_17
1672554020,4914.0,0.0,tlx_675_a_h_17
1672554025,3305.0,0.0,tlx_675_a_h_17
1672554030,3102.0,0.0,tlx_675_a_h_17
1672554035,3034.0,0.0,tlx_675_a_h_17
1672554040,4426.0,0.0,tlx_675_a_h_17
1672554045,4667.0,0.0,tlx_675_a_h_17
1672554050,3299.0,0.0,tlx_675_a_h_17
1672554055,4737.0,0.0,tlx_675_a_h_17
1672554060,4605.0,0.0,tlx_675_a_h_17
1672554065,4137.0,0.0,tlx_675_a_h_17
1672554070,3565.0,0.0,tlx_675_a_h_17
1672554075,3031.0,0.0,tlx_675_a_h_17
1672554080,4582.0,0.0,tlx_675_a_h_17
1672554085,3530.0,0.0,tlx_675_a_h_17
1672554090,4956.0,0.0,tlx_675_a_h_17
1672554095,3709.0,0.0,tlx_675_a_h_17
1672554100,3924.0,0.0,tlx_675_a_h_17
1672554105,3833.0,0.0,tlx_675_a_h_17
1672554110,3008.0,0.0,tlx_675_a_h_17
1672554115,3150.0,0.0,tlx_675_a_h_17
1672554120,3969.0,0.0,tlx_675_a_h_17
1672554125,4990.0,0.0,tlx_675_a_h_17
1672554130,4690.0,0.0,tlx_675_a_h_17
1672554135,3155.0,0.0,tlx_675_a_h_17
1672554140,3986.0,0.0,tlx_675_a_h_17
1672554145,4919.0,0.0,tlx_675_a_h_17
1672554150,3554.0,0.0,tlx_675_a_h_17
1672554155,3651.0,0.0,tlx_675_a_h_17
1672554160,4180.0,0.0,tlx_675_a_h_17
1672554165,4759.0,0.0,tlx_675_a_h_17
1672554170,3639.0,0.0,tlx_675_a_h_17
1672554175,3013.0,0.0,tlx_675_a_h_17
1672554180,4050.0,0.0,tlx_675_a_h_17
1672554185,4746.0,0.0,tlx_675_a_h_17
1672554190,4666.0,0.0,tlx_675_a_h_17
1672554195,4734.0,0.0,tlx_675_a_h_17
1672554200,4936.0,0.0,tlx_675_a_h_17
1672554205,4159.0,0.0,tlx_675_a_h_17
1672554210,3723.0,0.0,tlx_675_a_h_17
1672554215,4352.0,0.0,tlx_675_a_h_17
1672554220,4280.0,0.0,tlx_675_a_h_17
1672554225,3974.0,0.0,tlx_675_a_h_17
1672554230,4616.0,0.0,tlx_675_a_h_17
1672554235,3215.0,0.0,tlx_675_a_h_17
1672554240,4349.0,0.0,tlx_675_a_h_17
1672554245,3384.0,0.0,tlx_675_a_h_17
1672554250,3975.0,0.0,tlx_675_a_h_17
1672554255,4661.0,0.0,tlx_675_a_h_17
1672554260,4424.0,0.0,tlx_675_a_h_17
1672554265,4951.0,0.0,tlx_675_a_h_17
1672554270,3442.0,0.0,tlx_675_a_h_17
1672554275,3189.0,0.0,tlx_675_a_h_17
1672554280,4594.0,0.0,tlx_675_a_h_17
1672554285,3864.0,0.0,tlx_675_a_h_17
1672554290,4041.0,0.0,tlx_675_a_h_17
1672554295,3856.0,0.0,tlx_675_a_h_17
1672554300,3243.0,0.0,tlx_675_a_h_17
1672554305,4359.0,0.0,tlx_675_a_h_17
1672554310,3230.0,0.0,tlx_675_a_h_17
1672554315,3951.0,0.0,tlx_675_a_h_17
1672554320,3398.0,0.0,tlx_675_a_h_17
1672554325,3250.0,0.0,tlx_675_a_h_17
1672554330,3578.0,0.0,tlx_675_a_h_17
1672554335,3517.0,0.0,tlx_675_a_h_17
1672554340,3601.0,0.0,tlx_675_a_h_17
1672554345,4664.0,0.0,tlx_675_a_h_17
1672554350,3987.0,0.0,tlx_675_a_h_17
1672554355,3770.0,0.0,tlx_675_a_h_17
1672554360,4774.0,0.0,tlx_675_a_h_17
1672554365,4903.0,0.0,tlx_675_a_h_17
1672554370,4669.0,0.0,tlx_675_a_h_17
1672554375,3895.0,0.0,tlx_675_a_h_17
1672554380,4727.0,0.0,tlx_675_a_h_17
1672554385,4232.0,0.0,tlx_675_a_h_17
1672554390,3472.0,0.0,tlx_675_a_h_17
1672554395,4710.0,0.0,tlx_675_a_h_17
1672554400,4844.0,0.0,tlx_675_a_h_17
1672554405,3863.0,0.0,tlx_675_a_h_17
1672554410,3873.0,0.0,tlx_675_a_h_17
1672554415,3485.0,0.0,tlx_675_a_h_17
1672554420,4200.0,0.0,tlx_675_a_h_17
1672554425,3884.0,0.0,tlx_675_a_h_17
1672554430,4486.0,0.0,tlx_675_a_h_17
1672554435,4950.0,0.0,tlx_675_a_h_17
1672554440,3198.0,0.0,tlx_675_a_h_17
1672554445,3499.0,0.0,tlx_675_a_h_17
1672554450,4211.0,0.0,tlx_675_a_h_17
1672554455,4927.0,0.0,tlx_675_a_h_17
1672554460,4692.0,0.0,tlx_675_a_h_17
1672554465,3411.0,0.0,tlx_675_a_h_17
1672554470,4051.0,0.0,tlx_675_a_h_17
1672554475,3985.0,0.0,tlx_675_a_h_17
1672554480,4519.0,0.0,tlx_675_a_h_17
1672554485,3794.0,0.0,tlx_675_a_h_17
1672554490,3027.0,0.0,tlx_675_a_h_17
1672554495,3263.0,0.0,tlx_675_a_h_17
1672554500,3847.0,0.0,tlx_675_a_h_17
1672554505,3509.0,0.0,tlx_675_a_h_17
1672554510,4868.0,0.0,tlx_675_a_h_17
1672554515,4899.0,0.0,tlx_675_a_h_17
1672554520,3904.0,0.0,tlx_675_a_h_17
1672554525,4005.0,0.0,tlx_675_a_h_17
1672554530,4792.0,0.0,tlx_675_a_h_17
1672554535,4825.0,0.0,tlx_675_a_h_17
1672554540,3757.0,0.0,tlx_675_a_h_17
1672554545,4926.0,0.0,tlx_675_a_h_17
1672554550,4301.0,0.0,tlx_675_a_h_17
1672554555,3860.0,0.0,tlx_675_a_h_17
1672554560,3915.0,0.0,tlx_675_a_h_17
1672554565,3288.0,0.0,tlx_675_a_h_17
1672554570,3900.0,0.0,tlx_675_a_h_17
1672554575,4147.0,0.0,tlx_675_a_h_17
1672554580,3615.0,0.0,tlx_675_a_h_17
1672554585,4779.0,0.0,tlx_675_a_h_17
1672554590,3424.0,0.0,tlx_675_a_h_17
1672554595,3961.0,0.0,tlx_675_a_h_17
1672554600,4934.0,0.0,tlx_675_a_h_17
1672554605,3065.0,0.0,tlx_675_a_h_17
1672554610,3734.0,0.0,tlx_675_a_h_17
1672554615,3786.0,0.0,tlx_675_a_h_17
1672554620,4934.0,0.0,tlx_675_a_h_17
1672554625,4120.0,0.0,tlx_675_a_h_17
1672554630,3033.0,0.0,tlx_675_a_h_17
1672554635,3000.0,0.0,tlx_675_a_h_17
1672554640,3214.0,0.0,tlx_675_a_h_17
1672554645,4604.0,0.0,tlx_675_a_h_17
1672554650,3611.0,0.0,tlx_675_a_h_17
1672554655,3252.0,0.0,tlx_675_a_h_17
1672554660,4825.0,0.0,tlx_675_a_h_17
1672554665,3457.0,0.0,tlx_675_a_h_17
1672554670,3080.0,0.0,tlx_675_a_h_17
1672554675,3585.0,0.0,tlx_675_a_h_17
1672554680,4696.0,0.0,tlx_675_a_h_17
1672554685,4090.0,0.0,tlx_675_a_h_17
1672554690,3057.0,0.0,tlx_675_a_h_17
1672554695,3723.0,0.0,tlx_675_a_h_17
1672554700,3392.0,0.0,tlx_675_a_h_17
1672554705,3686.0,0.0,tlx_675_a_h_17
1672554710,4641.0,0.0,tlx_675_a_h_17
1672554715,4532.0,0.0,tlx_675_a_h_17
1672554720,3059.0,0.0,tlx_675_a_h_17
1672554725,3147.0,0.0,tlx_675_a_h_17
1672554730,4289.0,0.0,tlx_675_a_h_17
1672554735,4976.0,0.0,tlx_675_a_h_17
1672554740,3763.0,0.0,tlx_675_a_h_17
1672554745,3681.0,0.0,tlx_675_a_h_17
1672554750,4316.0,0.0,tlx_675_a_h_17
1672554755,4472.0,0.0,tlx_675_a_h_17
1672554760,4793.0,0.0,tlx_675_a_h_17
1672554765,4113.0,0.0,tlx_675_a_h_17
1672554770,3868.0,0.0,tlx_675_a_h_17
1672554775,4580.0,0.0,tlx_675_a_h_17
1672554780,4498.0,0.0,tlx_675_a_h_17
1672554785,3920.0,0.0,tlx_675_a_h_17
1672554790,4033.0,0.0,tlx_675_a_h_17
1672554795,4242.0,0.0,tlx_675_a_h_17
1672554800,4963.0,0.0,tlx_675_a_h_17
1672554805,3473.0,0.0,tlx_675_a_h_17
1672554810,4146.0,0.0,tlx_675_a_h_17
1672554815,4131.0,0.0,tlx_675_a_h_17
1672554820,3311.0,0.0,tlx_675_a_h_17
1672554825,4809.0,0.0,tlx_675_a_h_17
1672554830,3066.0,0.0,tlx_675_a_h_17
1672554835,3740.0,0.0,tlx_675_a_h_17
1672554840,4475.0,0.0,tlx_675_a_h_17
1672554845,3228.0,0.0,tlx_675_a_h_17
1672554850,3574.0,0.0,tlx_675_a_h_17
1672554855,3995.0,0.0,tlx_675_a_h_17
1672554860,4251.0,0.0,tlx_675_a_h_17
1672554865,3293.0,0.0,tlx_675_a_h_17
1672554870,4031.0,0.0,tlx_675_a_h_17
1672554875,4359.0,0.0,tlx_675_a_h_17
1672554880,3669.0,0.0,tlx_675_a_h_17
1672554885,4719.0,0.0,tlx_675_a_h_17
1672554890,3163.0,0.0,tlx_675_a_h_17
1672554895,3057.0,0.0,tlx_675_a_h_17
1672554900,3323.0,0.0,tlx_675_a_h_17
1672554905,3506.0,0.0,tlx_675_a_h_17
1672554910,4921.0,0.0,tlx_675_a_h_17
1672554915,4680.0,0.0,tlx_675_a_h_17
1672554920,4276.0,0.0,tlx_675_a_h_17
1672554925,4883.0,0.0,tlx_675_a_h_17
1672554930,4056.0,0.0,tlx_675_a_h_17
1672554935,4774.0,0.0,tlx_675_a_h_17
1672554940,4204.0,0.0,tlx_675_a_h_17
1672554945,4175.0,0.0,tlx_675_a_h_17
1672554950,3655.0,0.0,tlx_675_a_h_17
1672554955,4065.0,0.0,tlx_675_a_h_17
1672554960,4458.0,0.0,tlx_675_a_h_17
1672554965,3994.0,0.0,tlx_675_a_h_17
1672554970,3774.0,0.0,tlx_675_a_h_17
1672554975,3832.0,0.0,tlx_675_a_h_17
1672554980,4453.0,0.0,tlx_675_a_h_17
1672554985,4775.0,0.0,tlx_675_a_h_17
1672554990,3783.0,0.0,tlx_675_a_h_17
1672554995,4641.0,0.0,tlx_675_a_h_17
1672555000,3204.0,0.0,tlx_675_a_h_17
1672555005,4488.0,0.0,tlx_675_a_h_17
1672555010,4578.0,0.0,tlx_675_a_h_17
1672555015,3234.0,0.0,tlx_675_a_h_17
1672555020,4774.0,0.0,tlx_675_a_h_17
1672555025,4369.0,0.0,tlx_675_a_h_17
1672555030,3736.0,0.0,tlx_675_a_h_17
1672555035,3047.0,0.0,tlx_675_a_h_17
1672555040,4748.0,0.0,tlx_675_a_h_17
1672555045,3961.0,0.0,tlx_675_a_h_17
1672555050,4455.0,0.0,tlx_675_a_h_17
1672555055,4011.0,0.0,tlx_675_a_h_17
1672555060,4972.0,0.0,tlx_675_a_h_17
1672555065,4931.0,0.0,tlx_675_a_h_17
1672555070,4029.0,0.0,tlx_675_a_h_17
1672555075,4495.0,0.0,tlx_675_a_h_17
1672555080,3108.0,0.0,tlx_675_a_h_17
1672555085,3863.0,0.0,tlx_675_a_h_17
1672555090,3239.0,0.0,tlx_675_a_h_17
1672555095,4661.0,0.0,tlx_675_a_h_17
1672555100,3394.0,0.0,tlx_675_a_h_17
1672555105,3377.0,0.0,tlx_675_a_h_17
1672555110,4505.0,0.0,tlx_675_a_h_17
1672555115,3951.0,0.0,tlx_675_a_h_17
1672555120,3213.0,0.0,tlx_675_a_h_17
1672555125,4201.0,0.0,tlx_675_a_h_17
1672555130,4975.0,0.0,tlx_675_a_h_17
1672555135,3278.0,0.0,tlx_675_a_h_17
1672555140,4115.0,0.0,tlx_675_a_h_17
1672555145,4747.0,0.0,tlx_675_a_h_17
1672555150,3380.0,0.0,tlx_675_a_h_17
1672555155,3166.0,0.0,tlx_675_a_h_17
1672555160,3405.0,0.0,tlx_675_a_h_17
1672555165,4041.0,0.0,tlx_675_a_h_17
1672555170,3476.0,0.0,tlx_675_a_h_17
1672555175,4829.0,0.0,tlx_675_a_h_17
1672555180,4485.0,0.0,tlx_675_a_h_17
1672555185,3120.0,0.0,tlx_675_a_h_17
1672555190,3953.0,0.0,tlx_675_a_h_17
1672555195,3169.0,0.0,tlx_675_a_h_17
1672555200,3869.0,0.0,tlx_675_a_h_17
1672555205,4331.0,0.0,tlx_675_a_h_17
1672555210,3292.0,0.0,tlx_675_a_h_17
1672555215,3498.0,0.0,tlx_675_a_h_17
1672555220,4093.0,0.0,tlx_675_a_h_17
1672555225,3417.0,0.0,tlx_675_a_h_17
1672555230,3049.0,0.0,tlx_675_a_h_17
1672555235,3840.0,0.0,tlx_675_a_h_17
1672555240,3874.0,0.0,tlx_675_a_h_17
1672555245,3408.0,0.0,tlx_675_a_h_17
1672555250,4504.0,0.0,tlx_675_a_h_17
1672555255,3732.0,0.0,tlx_675_a_h_17
1672555260,4210.0,0.0,tlx_675_a_h_17
1672555265,3597.0,0.0,tlx_675_a_h_17
1672555270,3340.0,0.0,tlx_675_a_h_17
1672555275,4784.0,0.0,tlx_675_a_h_17
1672555280,3454.0,0.0,tlx_675_a_h_17
1672555285,4960.0,0.0,tlx_675_a_h_17
1672555290,4846.0,0.0,tlx_675_a_h_17
1672555295,3199.0,0.0,tlx_675_a_h_17
1672555300,4422.0,0.0,tlx_675_a_h_17
1672555305,3022.0,0.0,tlx_675_a_h_17
1672555310,3170.0,0.0,tlx_675_a_h_17
1672555315,4550.0,0.0,tlx_675_a_h_17
1672555320,4072.0,0.0,tlx_675_a_h_17
1672555325,3005.0,0.0,tlx_675_a_h_17
1672555330,3005.0,0.0,tlx_675_a_h_17
1672555335,3988.0,0.0,tlx_675_a_h_17
1672555340,4877.0,0.0,tlx_675_a_h_17
1672555345,4999.0,0.0,tlx_675_a_h_17
1672555350,4102.0,0.0,tlx_675_a_h_17
1672555355,3726.0,0.0,tlx_675_a_h_17
1672555360,3374.0,0.0,tlx_675_a_h_17
1672555365,4273.0,0.0,tlx_675_a_h_17
1672555370,4458.0,0.0,tlx_675_a_h_17
1672555375,4736.0,0.0,tlx_675_a_h_17
1672555380,4095.0,0.0,tlx_675_a_h_17
1672555385,3012.0,0.0,tlx_675_a_h_17
1672555390,3548.0,0.0,tlx_675_a_h_17
1672555395,4385.0,0.0,tlx_675_a_h_17
1672555400,4074.0,0.0,tlx_675_a_h_17
1672555405,4109.0,0.0,tlx_675_a_h_17
1672555410,4184.0,0.0,tlx_675_a_h_17
1672555415,4278.0,0.0,tlx_675_a_h_17
1672555420,3342.0,0.0,tlx_675_a_h_17
1672555425,4405.0,0.0,tlx_675_a_h_17
1672555430,3648.0,0.0,tlx_675_a_h_17
1672555435,3145.0,0.0,tlx_675_a_h_17
1672555440,4245.0,0.0,tlx_675_a_h_17
1672555445,3663.0,0.0,tlx_675_a_h_17
1672555450,3717.0,0.0,tlx_675_a_h_17
1672555455,4817.0,0.0,tlx_675_a_h_17
1672555460,4163.0,0.0,tlx_675_a_h_17
1672555465,3424.0,0.0,tlx_675_a_h_17
