Time,DER_632_a_10_Watts,DER_632_a_10_Vars,DER_632_a_10_loc
1672553385,3308.0,0.0,tlx_632_a_h_10
1672553390,4492.0,0.0,tlx_632_a_h_10
1672553395,3747.0,0.0,tlx_632_a_h_10
1672553400,4301.0,0.0,tlx_632_a_h_10
1672553405,3596.0,0.0,tlx_632_a_h_10
1672553410,4606.0,0.0,tlx_632_a_h_10
1672553415,4748.0,0.0,tlx_632_a_h_10
1672553420,4809.0,0.0,tlx_632_a_h_10
1672553425,4392.0,0.0,tlx_632_a_h_10
1672553430,4904.0,0.0,tlx_632_a_h_10
1672553435,4387.0,0.0,tlx_632_a_h_10
1672553440,3009.0,0.0,tlx_632_a_h_10
1672553445,3646.0,0.0,tlx_632_a_h_10
1672553450,3797.0,0.0,tlx_632_a_h_10
1672553455,3288.0,0.0,tlx_632_a_h_10
1672553460,3637.0,0.0,tlx_632_a_h_10
1672553465,4514.0,0.0,tlx_632_a_h_10
1672553470,4280.0,0.0,tlx_632_a_h_10
1672553475,4948.0,0.0,tlx_632_a_h_10
1672553480,4866.0,0.0,tlx_632_a_h_10
1672553485,4931.0,0.0,tlx_632_a_h_10
1672553490,4874.0,0.0,tlx_632_a_h_10
1672553495,4312.0,0.0,tlx_632_a_h_10
1672553500,3771.0,0.0,tlx_632_a_h_10
1672553505,4771.0,0.0,tlx_632_a_h_10
1672553510,3004.0,0.0,tlx_632_a_h_10
1672553515,3191.0,0.0,tlx_632_a_h_10
1672553520,4138.0,0.0,tlx_632_a_h_10
1672553525,4438.0,0.0,tlx_632_a_h_10
1672553530,4275.0,0.0,tlx_632_a_h_10
1672553535,3567.0,0.0,tlx_632_a_h_10
1672553540,4745.0,0.0,tlx_632_a_h_10
1672553545,4232.0,0.0,tlx_632_a_h_10
1672553550,4367.0,0.0,tlx_632_a_h_10
1672553555,4852.0,0.0,tlx_632_a_h_10
1672553560,3605.0,0.0,tlx_632_a_h_10
1672553565,4243.0,0.0,tlx_632_a_h_10
1672553570,3304.0,0.0,tlx_632_a_h_10
1672553575,4279.0,0.0,tlx_632_a_h_10
1672553580,4138.0,0.0,tlx_632_a_h_10
1672553585,3295.0,0.0,tlx_632_a_h_10
1672553590,4388.0,0.0,tlx_632_a_h_10
1672553595,3398.0,0.0,tlx_632_a_h_10
1672553600,4530.0,0.0,tlx_632_a_h_10
1672553605,3977.0,0.0,tlx_632_a_h_10
1672553610,3865.0,0.0,tlx_632_a_h_10
1672553615,4769.0,0.0,tlx_632_a_h_10
1672553620,4517.0,0.0,tlx_632_a_h_10
1672553625,3111.0,0.0,tlx_632_a_h_10
1672553630,4688.0,0.0,tlx_632_a_h_10
1672553635,4396.0,0.0,tlx_632_a_h_10
1672553640,3665.0,0.0,tlx_632_a_h_10
1672553645,3638.0,0.0,tlx_632_a_h_10
1672553650,3316.0,0.0,tlx_632_a_h_10
1672553655,3391.0,0.0,tlx_632_a_h_10
1672553660,3162.0,0.0,tlx_632_a_h_10
1672553665,4473.0,0.0,tlx_632_a_h_10
1672553670,4432.0,0.0,tlx_632_a_h_10
1672553675,3363.0,0.0,tlx_632_a_h_10
1672553680,3526.0,0.0,tlx_632_a_h_10
1672553685,3178.0,0.0,tlx_632_a_h_10
1672553690,4227.0,0.0,tlx_632_a_h_10
1672553695,3795.0,0.0,tlx_632_a_h_10
1672553700,4951.0,0.0,tlx_632_a_h_10
1672553705,3622.0,0.0,tlx_632_a_h_10
1672553710,4683.0,0.0,tlx_632_a_h_10
1672553715,3748.0,0.0,tlx_632_a_h_10
1672553720,4705.0,0.0,tlx_632_a_h_10
1672553725,3436.0,0.0,tlx_632_a_h_10
1672553730,4871.0,0.0,tlx_632_a_h_10
1672553735,4093.0,0.0,tlx_632_a_h_10
1672553740,3176.0,0.0,tlx_632_a_h_10
1672553745,3986.0,0.0,tlx_632_a_h_10
1672553750,4677.0,0.0,tlx_632_a_h_10
1672553755,3518.0,0.0,tlx_632_a_h_10
1672553760,4317.0,0.0,tlx_632_a_h_10
1672553765,4016.0,0.0,tlx_632_a_h_10
1672553770,4408.0,0.0,tlx_632_a_h_10
1672553775,3660.0,0.0,tlx_632_a_h_10
1672553780,4965.0,0.0,tlx_632_a_h_10
1672553785,3736.0,0.0,tlx_632_a_h_10
1672553790,3415.0,0.0,tlx_632_a_h_10
1672553795,3507.0,0.0,tlx_632_a_h_10
1672553800,4871.0,0.0,tlx_632_a_h_10
1672553805,3322.0,0.0,tlx_632_a_h_10
1672553810,4308.0,0.0,tlx_632_a_h_10
1672553815,3813.0,0.0,tlx_632_a_h_10
1672553820,4318.0,0.0,tlx_632_a_h_10
1672553825,4281.0,0.0,tlx_632_a_h_10
1672553830,3041.0,0.0,tlx_632_a_h_10
1672553835,3187.0,0.0,tlx_632_a_h_10
1672553840,3467.0,0.0,tlx_632_a_h_10
1672553845,4061.0,0.0,tlx_632_a_h_10
1672553850,3816.0,0.0,tlx_632_a_h_10
1672553855,3796.0,0.0,tlx_632_a_h_10
1672553860,4100.0,0.0,tlx_632_a_h_10
1672553865,4507.0,0.0,tlx_632_a_h_10
1672553870,4172.0,0.0,tlx_632_a_h_10
1672553875,3793.0,0.0,tlx_632_a_h_10
1672553880,4982.0,0.0,tlx_632_a_h_10
1672553885,4238.0,0.0,tlx_632_a_h_10
1672553890,4331.0,0.0,tlx_632_a_h_10
1672553895,4556.0,0.0,tlx_632_a_h_10
1672553900,4876.0,0.0,tlx_632_a_h_10
1672553905,3703.0,0.0,tlx_632_a_h_10
1672553910,4798.0,0.0,tlx_632_a_h_10
1672553915,3765.0,0.0,tlx_632_a_h_10
1672553920,3716.0,0.0,tlx_632_a_h_10
1672553925,3946.0,0.0,tlx_632_a_h_10
1672553930,3719.0,0.0,tlx_632_a_h_10
1672553935,4789.0,0.0,tlx_632_a_h_10
1672553940,4106.0,0.0,tlx_632_a_h_10
1672553945,3296.0,0.0,tlx_632_a_h_10
1672553950,3307.0,0.0,tlx_632_a_h_10
1672553955,4797.0,0.0,tlx_632_a_h_10
1672553960,4743.0,0.0,tlx_632_a_h_10
1672553965,4129.0,0.0,tlx_632_a_h_10
1672553970,3092.0,0.0,tlx_632_a_h_10
1672553975,4460.0,0.0,tlx_632_a_h_10
1672553980,3691.0,0.0,tlx_632_a_h_10
1672553985,3631.0,0.0,tlx_632_a_h_10
1672553990,4992.0,0.0,tlx_632_a_h_10
1672553995,3020.0,0.0,tlx_632_a_h_10
1672554000,4842.0,0.0,tlx_632_a_h_10
1672554005,3295.0,0.0,tlx_632_a_h_10
1672554010,4731.0,0.0,tlx_632_a_h_10
1672554015,3353.0,0.0,tlx_632_a_h_10
1672554020,3024.0,0.0,tlx_632_a_h_10
1672554025,3676.0,0.0,tlx_632_a_h_10
1672554030,4885.0,0.0,tlx_632_a_h_10
1672554035,4547.0,0.0,tlx_632_a_h_10
1672554040,3203.0,0.0,tlx_632_a_h_10
1672554045,4481.0,0.0,tlx_632_a_h_10
1672554050,4042.0,0.0,tlx_632_a_h_10
1672554055,4056.0,0.0,tlx_632_a_h_10
1672554060,4164.0,0.0,tlx_632_a_h_10
1672554065,4931.0,0.0,tlx_632_a_h_10
1672554070,4139.0,0.0,tlx_632_a_h_10
1672554075,3828.0,0.0,tlx_632_a_h_10
1672554080,3715.0,0.0,tlx_632_a_h_10
1672554085,3326.0,0.0,tlx_632_a_h_10
1672554090,3060.0,0.0,tlx_632_a_h_10
1672554095,4154.0,0.0,tlx_632_a_h_10
1672554100,4463.0,0.0,tlx_632_a_h_10
1672554105,4682.0,0.0,tlx_632_a_h_10
1672554110,4370.0,0.0,tlx_632_a_h_10
1672554115,3887.0,0.0,tlx_632_a_h_10
1672554120,3618.0,0.0,tlx_632_a_h_10
1672554125,4594.0,0.0,tlx_632_a_h_10
1672554130,3920.0,0.0,tlx_632_a_h_10
1672554135,3980.0,0.0,tlx_632_a_h_10
1672554140,3692.0,0.0,tlx_632_a_h_10
1672554145,4474.0,0.0,tlx_632_a_h_10
1672554150,4707.0,0.0,tlx_632_a_h_10
1672554155,4609.0,0.0,tlx_632_a_h_10
1672554160,3249.0,0.0,tlx_632_a_h_10
1672554165,3587.0,0.0,tlx_632_a_h_10
1672554170,4128.0,0.0,tlx_632_a_h_10
1672554175,3534.0,0.0,tlx_632_a_h_10
1672554180,3455.0,0.0,tlx_632_a_h_10
1672554185,4915.0,0.0,tlx_632_a_h_10
1672554190,4941.0,0.0,tlx_632_a_h_10
1672554195,4165.0,0.0,tlx_632_a_h_10
1672554200,3179.0,0.0,tlx_632_a_h_10
1672554205,3333.0,0.0,tlx_632_a_h_10
1672554210,4088.0,0.0,tlx_632_a_h_10
1672554215,3237.0,0.0,tlx_632_a_h_10
1672554220,4395.0,0.0,tlx_632_a_h_10
1672554225,4443.0,0.0,tlx_632_a_h_10
1672554230,3309.0,0.0,tlx_632_a_h_10
1672554235,4147.0,0.0,tlx_632_a_h_10
1672554240,3947.0,0.0,tlx_632_a_h_10
1672554245,3333.0,0.0,tlx_632_a_h_10
1672554250,4587.0,0.0,tlx_632_a_h_10
1672554255,3461.0,0.0,tlx_632_a_h_10
1672554260,4355.0,0.0,tlx_632_a_h_10
1672554265,4227.0,0.0,tlx_632_a_h_10
1672554270,4588.0,0.0,tlx_632_a_h_10
1672554275,3734.0,0.0,tlx_632_a_h_10
1672554280,3161.0,0.0,tlx_632_a_h_10
1672554285,3273.0,0.0,tlx_632_a_h_10
1672554290,3438.0,0.0,tlx_632_a_h_10
1672554295,3862.0,0.0,tlx_632_a_h_10
1672554300,4903.0,0.0,tlx_632_a_h_10
1672554305,3165.0,0.0,tlx_632_a_h_10
1672554310,4813.0,0.0,tlx_632_a_h_10
1672554315,4963.0,0.0,tlx_632_a_h_10
1672554320,4347.0,0.0,tlx_632_a_h_10
1672554325,3768.0,0.0,tlx_632_a_h_10
1672554330,3802.0,0.0,tlx_632_a_h_10
1672554335,4480.0,0.0,tlx_632_a_h_10
1672554340,4616.0,0.0,tlx_632_a_h_10
1672554345,3145.0,0.0,tlx_632_a_h_10
1672554350,4433.0,0.0,tlx_632_a_h_10
1672554355,4713.0,0.0,tlx_632_a_h_10
1672554360,3737.0,0.0,tlx_632_a_h_10
1672554365,4354.0,0.0,tlx_632_a_h_10
1672554370,3865.0,0.0,tlx_632_a_h_10
1672554375,3033.0,0.0,tlx_632_a_h_10
1672554380,3923.0,0.0,tlx_632_a_h_10
1672554385,4127.0,0.0,tlx_632_a_h_10
1672554390,3158.0,0.0,tlx_632_a_h_10
1672554395,3970.0,0.0,tlx_632_a_h_10
1672554400,4734.0,0.0,tlx_632_a_h_10
1672554405,4038.0,0.0,tlx_632_a_h_10
1672554410,4685.0,0.0,tlx_632_a_h_10
1672554415,3814.0,0.0,tlx_632_a_h_10
1672554420,3151.0,0.0,tlx_632_a_h_10
1672554425,4444.0,0.0,tlx_632_a_h_10
1672554430,3791.0,0.0,tlx_632_a_h_10
1672554435,4517.0,0.0,tlx_632_a_h_10
1672554440,3828.0,0.0,tlx_632_a_h_10
1672554445,4776.0,0.0,tlx_632_a_h_10
1672554450,3226.0,0.0,tlx_632_a_h_10
1672554455,3378.0,0.0,tlx_632_a_h_10
1672554460,4586.0,0.0,tlx_632_a_h_10
1672554465,3836.0,0.0,tlx_632_a_h_10
1672554470,3530.0,0.0,tlx_632_a_h_10
1672554475,3178.0,0.0,tlx_632_a_h_10
1672554480,4070.0,0.0,tlx_632_a_h_10
1672554485,4076.0,0.0,tlx_632_a_h_10
1672554490,4046.0,0.0,tlx_632_a_h_10
1672554495,3330.0,0.0,tlx_632_a_h_10
1672554500,3388.0,0.0,tlx_632_a_h_10
1672554505,4016.0,0.0,tlx_632_a_h_10
1672554510,3821.0,0.0,tlx_632_a_h_10
1672554515,3556.0,0.0,tlx_632_a_h_10
1672554520,3444.0,0.0,tlx_632_a_h_10
1672554525,3731.0,0.0,tlx_632_a_h_10
1672554530,4530.0,0.0,tlx_632_a_h_10
1672554535,3887.0,0.0,tlx_632_a_h_10
1672554540,4055.0,0.0,tlx_632_a_h_10
1672554545,3137.0,0.0,tlx_632_a_h_10
1672554550,4826.0,0.0,tlx_632_a_h_10
1672554555,3473.0,0.0,tlx_632_a_h_10
1672554560,4658.0,0.0,tlx_632_a_h_10
1672554565,3159.0,0.0,tlx_632_a_h_10
1672554570,4080.0,0.0,tlx_632_a_h_10
1672554575,4861.0,0.0,tlx_632_a_h_10
1672554580,3139.0,0.0,tlx_632_a_h_10
1672554585,4333.0,0.0,tlx_632_a_h_10
1672554590,3963.0,0.0,tlx_632_a_h_10
1672554595,3551.0,0.0,tlx_632_a_h_10
1672554600,4128.0,0.0,tlx_632_a_h_10
1672554605,3567.0,0.0,tlx_632_a_h_10
1672554610,3934.0,0.0,tlx_632_a_h_10
1672554615,4391.0,0.0,tlx_632_a_h_10
1672554620,4306.0,0.0,tlx_632_a_h_10
1672554625,3995.0,0.0,tlx_632_a_h_10
1672554630,4354.0,0.0,tlx_632_a_h_10
1672554635,4589.0,0.0,tlx_632_a_h_10
1672554640,4706.0,0.0,tlx_632_a_h_10
1672554645,4785.0,0.0,tlx_632_a_h_10
1672554650,3071.0,0.0,tlx_632_a_h_10
1672554655,3536.0,0.0,tlx_632_a_h_10
1672554660,3358.0,0.0,tlx_632_a_h_10
1672554665,4065.0,0.0,tlx_632_a_h_10
1672554670,3924.0,0.0,tlx_632_a_h_10
1672554675,3241.0,0.0,tlx_632_a_h_10
1672554680,4436.0,0.0,tlx_632_a_h_10
1672554685,3103.0,0.0,tlx_632_a_h_10
1672554690,4106.0,0.0,tlx_632_a_h_10
1672554695,4277.0,0.0,tlx_632_a_h_10
1672554700,3555.0,0.0,tlx_632_a_h_10
1672554705,4977.0,0.0,tlx_632_a_h_10
1672554710,3808.0,0.0,tlx_632_a_h_10
1672554715,4172.0,0.0,tlx_632_a_h_10
1672554720,3402.0,0.0,tlx_632_a_h_10
1672554725,4108.0,0.0,tlx_632_a_h_10
1672554730,4071.0,0.0,tlx_632_a_h_10
1672554735,3430.0,0.0,tlx_632_a_h_10
1672554740,4288.0,0.0,tlx_632_a_h_10
1672554745,4191.0,0.0,tlx_632_a_h_10
1672554750,3941.0,0.0,tlx_632_a_h_10
1672554755,4185.0,0.0,tlx_632_a_h_10
1672554760,4015.0,0.0,tlx_632_a_h_10
1672554765,4287.0,0.0,tlx_632_a_h_10
1672554770,4282.0,0.0,tlx_632_a_h_10
1672554775,4327.0,0.0,tlx_632_a_h_10
1672554780,3650.0,0.0,tlx_632_a_h_10
1672554785,3234.0,0.0,tlx_632_a_h_10
1672554790,4318.0,0.0,tlx_632_a_h_10
1672554795,3722.0,0.0,tlx_632_a_h_10
1672554800,4924.0,0.0,tlx_632_a_h_10
1672554805,4474.0,0.0,tlx_632_a_h_10
1672554810,4250.0,0.0,tlx_632_a_h_10
1672554815,3084.0,0.0,tlx_632_a_h_10
1672554820,3681.0,0.0,tlx_632_a_h_10
1672554825,4721.0,0.0,tlx_632_a_h_10
1672554830,4732.0,0.0,tlx_632_a_h_10
1672554835,4506.0,0.0,tlx_632_a_h_10
1672554840,3941.0,0.0,tlx_632_a_h_10
1672554845,4992.0,0.0,tlx_632_a_h_10
1672554850,4910.0,0.0,tlx_632_a_h_10
1672554855,3532.0,0.0,tlx_632_a_h_10
1672554860,3000.0,0.0,tlx_632_a_h_10
1672554865,4370.0,0.0,tlx_632_a_h_10
1672554870,3142.0,0.0,tlx_632_a_h_10
1672554875,4543.0,0.0,tlx_632_a_h_10
1672554880,3962.0,0.0,tlx_632_a_h_10
1672554885,4189.0,0.0,tlx_632_a_h_10
1672554890,4851.0,0.0,tlx_632_a_h_10
1672554895,3197.0,0.0,tlx_632_a_h_10
1672554900,3067.0,0.0,tlx_632_a_h_10
1672554905,4618.0,0.0,tlx_632_a_h_10
1672554910,4515.0,0.0,tlx_632_a_h_10
1672554915,3058.0,0.0,tlx_632_a_h_10
1672554920,4058.0,0.0,tlx_632_a_h_10
1672554925,4420.0,0.0,tlx_632_a_h_10
1672554930,4563.0,0.0,tlx_632_a_h_10
1672554935,3355.0,0.0,tlx_632_a_h_10
1672554940,4821.0,0.0,tlx_632_a_h_10
1672554945,4651.0,0.0,tlx_632_a_h_10
1672554950,3516.0,0.0,tlx_632_a_h_10
1672554955,3831.0,0.0,tlx_632_a_h_10
1672554960,3818.0,0.0,tlx_632_a_h_10
1672554965,3929.0,0.0,tlx_632_a_h_10
1672554970,3749.0,0.0,tlx_632_a_h_10
1672554975,3816.0,0.0,tlx_632_a_h_10
1672554980,4950.0,0.0,tlx_632_a_h_10
1672554985,3168.0,0.0,tlx_632_a_h_10
1672554990,4857.0,0.0,tlx_632_a_h_10
1672554995,3352.0,0.0,tlx_632_a_h_10
1672555000,4514.0,0.0,tlx_632_a_h_10
1672555005,4747.0,0.0,tlx_632_a_h_10
1672555010,3050.0,0.0,tlx_632_a_h_10
1672555015,4211.0,0.0,tlx_632_a_h_10
1672555020,3605.0,0.0,tlx_632_a_h_10
1672555025,3959.0,0.0,tlx_632_a_h_10
1672555030,4671.0,0.0,tlx_632_a_h_10
1672555035,4381.0,0.0,tlx_632_a_h_10
1672555040,4318.0,0.0,tlx_632_a_h_10
1672555045,3817.0,0.0,tlx_632_a_h_10
1672555050,4928.0,0.0,tlx_632_a_h_10
1672555055,4418.0,0.0,tlx_632_a_h_10
1672555060,4911.0,0.0,tlx_632_a_h_10
1672555065,4833.0,0.0,tlx_632_a_h_10
1672555070,3691.0,0.0,tlx_632_a_h_10
1672555075,4348.0,0.0,tlx_632_a_h_10
1672555080,4110.0,0.0,tlx_632_a_h_10
1672555085,3283.0,0.0,tlx_632_a_h_10
1672555090,3512.0,0.0,tlx_632_a_h_10
1672555095,3574.0,0.0,tlx_632_a_h_10
1672555100,3137.0,0.0,tlx_632_a_h_10
1672555105,4867.0,0.0,tlx_632_a_h_10
1672555110,3455.0,0.0,tlx_632_a_h_10
1672555115,4574.0,0.0,tlx_632_a_h_10
1672555120,4452.0,0.0,tlx_632_a_h_10
1672555125,4648.0,0.0,tlx_632_a_h_10
1672555130,4473.0,0.0,tlx_632_a_h_10
1672555135,3502.0,0.0,tlx_632_a_h_10
1672555140,4654.0,0.0,tlx_632_a_h_10
1672555145,4310.0,0.0,tlx_632_a_h_10
1672555150,4702.0,0.0,tlx_632_a_h_10
1672555155,3182.0,0.0,tlx_632_a_h_10
1672555160,3730.0,0.0,tlx_632_a_h_10
1672555165,4836.0,0.0,tlx_632_a_h_10
1672555170,3452.0,0.0,tlx_632_a_h_10
1672555175,4775.0,0.0,tlx_632_a_h_10
1672555180,4618.0,0.0,tlx_632_a_h_10
1672555185,4794.0,0.0,tlx_632_a_h_10
1672555190,3835.0,0.0,tlx_632_a_h_10
1672555195,3157.0,0.0,tlx_632_a_h_10
1672555200,4054.0,0.0,tlx_632_a_h_10
1672555205,4678.0,0.0,tlx_632_a_h_10
1672555210,4254.0,0.0,tlx_632_a_h_10
1672555215,4755.0,0.0,tlx_632_a_h_10
1672555220,3308.0,0.0,tlx_632_a_h_10
1672555225,3720.0,0.0,tlx_632_a_h_10
1672555230,3665.0,0.0,tlx_632_a_h_10
1672555235,4489.0,0.0,tlx_632_a_h_10
1672555240,4280.0,0.0,tlx_632_a_h_10
1672555245,4914.0,0.0,tlx_632_a_h_10
1672555250,3515.0,0.0,tlx_632_a_h_10
1672555255,4366.0,0.0,tlx_632_a_h_10
1672555260,3858.0,0.0,tlx_632_a_h_10
1672555265,3029.0,0.0,tlx_632_a_h_10
1672555270,3118.0,0.0,tlx_632_a_h_10
1672555275,4493.0,0.0,tlx_632_a_h_10
1672555280,3973.0,0.0,tlx_632_a_h_10
1672555285,4677.0,0.0,tlx_632_a_h_10
1672555290,3609.0,0.0,tlx_632_a_h_10
1672555295,3625.0,0.0,tlx_632_a_h_10
1672555300,3419.0,0.0,tlx_632_a_h_10
1672555305,3953.0,0.0,tlx_632_a_h_10
1672555310,4626.0,0.0,tlx_632_a_h_10
1672555315,3773.0,0.0,tlx_632_a_h_10
1672555320,4615.0,0.0,tlx_632_a_h_10
1672555325,3016.0,0.0,tlx_632_a_h_10
1672555330,3943.0,0.0,tlx_632_a_h_10
1672555335,4145.0,0.0,tlx_632_a_h_10
1672555340,3409.0,0.0,tlx_632_a_h_10
1672555345,3157.0,0.0,tlx_632_a_h_10
1672555350,4118.0,0.0,tlx_632_a_h_10
1672555355,3257.0,0.0,tlx_632_a_h_10
1672555360,3787.0,0.0,tlx_632_a_h_10
1672555365,3624.0,0.0,tlx_632_a_h_10
1672555370,3289.0,0.0,tlx_632_a_h_10
1672555375,3745.0,0.0,tlx_632_a_h_10
1672555380,4088.0,0.0,tlx_632_a_h_10
1672555385,3350.0,0.0,tlx_632_a_h_10
1672555390,3517.0,0.0,tlx_632_a_h_10
1672555395,4461.0,0.0,tlx_632_a_h_10
1672555400,4908.0,0.0,tlx_632_a_h_10
1672555405,3690.0,0.0,tlx_632_a_h_10
1672555410,3844.0,0.0,tlx_632_a_h_10
1672555415,4047.0,0.0,tlx_632_a_h_10
1672555420,3024.0,0.0,tlx_632_a_h_10
1672555425,3332.0,0.0,tlx_632_a_h_10
1672555430,4153.0,0.0,tlx_632_a_h_10
1672555435,3158.0,0.0,tlx_632_a_h_10
1672555440,4961.0,0.0,tlx_632_a_h_10
1672555445,3625.0,0.0,tlx_632_a_h_10
1672555450,4802.0,0.0,tlx_632_a_h_10
1672555455,3770.0,0.0,tlx_632_a_h_10
1672555460,3096.0,0.0,tlx_632_a_h_10
1672555465,4832.0,0.0,tlx_632_a_h_10
