Time,DER_671_b_35_Watts,DER_671_b_35_Vars,DER_671_b_35_loc
1672553470,4993.0,0.0,tlx_671_b_h_35
1672553475,3051.0,0.0,tlx_671_b_h_35
1672553480,4004.0,0.0,tlx_671_b_h_35
1672553485,4692.0,0.0,tlx_671_b_h_35
1672553490,3607.0,0.0,tlx_671_b_h_35
1672553495,4467.0,0.0,tlx_671_b_h_35
1672553500,4690.0,0.0,tlx_671_b_h_35
1672553505,4031.0,0.0,tlx_671_b_h_35
1672553510,3573.0,0.0,tlx_671_b_h_35
1672553515,4072.0,0.0,tlx_671_b_h_35
1672553520,4186.0,0.0,tlx_671_b_h_35
1672553525,3947.0,0.0,tlx_671_b_h_35
1672553530,4393.0,0.0,tlx_671_b_h_35
1672553535,3429.0,0.0,tlx_671_b_h_35
1672553540,3257.0,0.0,tlx_671_b_h_35
1672553545,4008.0,0.0,tlx_671_b_h_35
1672553550,3008.0,0.0,tlx_671_b_h_35
1672553555,4793.0,0.0,tlx_671_b_h_35
1672553560,4336.0,0.0,tlx_671_b_h_35
1672553565,3128.0,0.0,tlx_671_b_h_35
1672553570,3420.0,0.0,tlx_671_b_h_35
1672553575,4842.0,0.0,tlx_671_b_h_35
1672553580,4955.0,0.0,tlx_671_b_h_35
1672553585,3288.0,0.0,tlx_671_b_h_35
1672553590,4031.0,0.0,tlx_671_b_h_35
1672553595,3341.0,0.0,tlx_671_b_h_35
1672553600,4650.0,0.0,tlx_671_b_h_35
1672553605,3203.0,0.0,tlx_671_b_h_35
1672553610,4453.0,0.0,tlx_671_b_h_35
1672553615,4663.0,0.0,tlx_671_b_h_35
1672553620,3617.0,0.0,tlx_671_b_h_35
1672553625,3739.0,0.0,tlx_671_b_h_35
1672553630,3150.0,0.0,tlx_671_b_h_35
1672553635,3250.0,0.0,tlx_671_b_h_35
1672553640,3290.0,0.0,tlx_671_b_h_35
1672553645,4560.0,0.0,tlx_671_b_h_35
1672553650,4786.0,0.0,tlx_671_b_h_35
1672553655,4001.0,0.0,tlx_671_b_h_35
1672553660,3382.0,0.0,tlx_671_b_h_35
1672553665,3513.0,0.0,tlx_671_b_h_35
1672553670,3899.0,0.0,tlx_671_b_h_35
1672553675,3241.0,0.0,tlx_671_b_h_35
1672553680,3006.0,0.0,tlx_671_b_h_35
1672553685,4068.0,0.0,tlx_671_b_h_35
1672553690,3996.0,0.0,tlx_671_b_h_35
1672553695,4737.0,0.0,tlx_671_b_h_35
1672553700,3699.0,0.0,tlx_671_b_h_35
1672553705,3181.0,0.0,tlx_671_b_h_35
1672553710,4957.0,0.0,tlx_671_b_h_35
1672553715,4436.0,0.0,tlx_671_b_h_35
1672553720,3801.0,0.0,tlx_671_b_h_35
1672553725,3754.0,0.0,tlx_671_b_h_35
1672553730,4364.0,0.0,tlx_671_b_h_35
1672553735,4975.0,0.0,tlx_671_b_h_35
1672553740,4659.0,0.0,tlx_671_b_h_35
1672553745,4310.0,0.0,tlx_671_b_h_35
1672553750,4262.0,0.0,tlx_671_b_h_35
1672553755,4949.0,0.0,tlx_671_b_h_35
1672553760,3775.0,0.0,tlx_671_b_h_35
1672553765,3801.0,0.0,tlx_671_b_h_35
1672553770,4708.0,0.0,tlx_671_b_h_35
1672553775,4621.0,0.0,tlx_671_b_h_35
1672553780,3965.0,0.0,tlx_671_b_h_35
1672553785,4860.0,0.0,tlx_671_b_h_35
1672553790,3974.0,0.0,tlx_671_b_h_35
1672553795,3986.0,0.0,tlx_671_b_h_35
1672553800,3650.0,0.0,tlx_671_b_h_35
1672553805,3107.0,0.0,tlx_671_b_h_35
1672553810,4268.0,0.0,tlx_671_b_h_35
1672553815,4188.0,0.0,tlx_671_b_h_35
1672553820,3644.0,0.0,tlx_671_b_h_35
1672553825,3477.0,0.0,tlx_671_b_h_35
1672553830,4049.0,0.0,tlx_671_b_h_35
1672553835,4523.0,0.0,tlx_671_b_h_35
1672553840,4209.0,0.0,tlx_671_b_h_35
1672553845,3605.0,0.0,tlx_671_b_h_35
1672553850,4651.0,0.0,tlx_671_b_h_35
1672553855,4977.0,0.0,tlx_671_b_h_35
1672553860,4370.0,0.0,tlx_671_b_h_35
1672553865,4672.0,0.0,tlx_671_b_h_35
1672553870,3793.0,0.0,tlx_671_b_h_35
1672553875,4914.0,0.0,tlx_671_b_h_35
1672553880,3712.0,0.0,tlx_671_b_h_35
1672553885,3758.0,0.0,tlx_671_b_h_35
1672553890,3953.0,0.0,tlx_671_b_h_35
1672553895,4858.0,0.0,tlx_671_b_h_35
1672553900,3666.0,0.0,tlx_671_b_h_35
1672553905,4714.0,0.0,tlx_671_b_h_35
1672553910,3901.0,0.0,tlx_671_b_h_35
1672553915,4940.0,0.0,tlx_671_b_h_35
1672553920,4864.0,0.0,tlx_671_b_h_35
1672553925,3847.0,0.0,tlx_671_b_h_35
1672553930,3253.0,0.0,tlx_671_b_h_35
1672553935,4605.0,0.0,tlx_671_b_h_35
1672553940,3684.0,0.0,tlx_671_b_h_35
1672553945,4025.0,0.0,tlx_671_b_h_35
1672553950,4875.0,0.0,tlx_671_b_h_35
1672553955,3927.0,0.0,tlx_671_b_h_35
1672553960,4032.0,0.0,tlx_671_b_h_35
1672553965,3935.0,0.0,tlx_671_b_h_35
1672553970,4808.0,0.0,tlx_671_b_h_35
1672553975,4457.0,0.0,tlx_671_b_h_35
1672553980,3884.0,0.0,tlx_671_b_h_35
1672553985,3967.0,0.0,tlx_671_b_h_35
1672553990,3566.0,0.0,tlx_671_b_h_35
1672553995,4589.0,0.0,tlx_671_b_h_35
1672554000,4372.0,0.0,tlx_671_b_h_35
1672554005,4773.0,0.0,tlx_671_b_h_35
1672554010,3186.0,0.0,tlx_671_b_h_35
1672554015,3433.0,0.0,tlx_671_b_h_35
1672554020,4323.0,0.0,tlx_671_b_h_35
1672554025,4475.0,0.0,tlx_671_b_h_35
1672554030,4385.0,0.0,tlx_671_b_h_35
1672554035,3291.0,0.0,tlx_671_b_h_35
1672554040,3838.0,0.0,tlx_671_b_h_35
1672554045,3265.0,0.0,tlx_671_b_h_35
1672554050,3673.0,0.0,tlx_671_b_h_35
1672554055,4045.0,0.0,tlx_671_b_h_35
1672554060,4700.0,0.0,tlx_671_b_h_35
1672554065,3319.0,0.0,tlx_671_b_h_35
1672554070,3858.0,0.0,tlx_671_b_h_35
1672554075,3286.0,0.0,tlx_671_b_h_35
1672554080,3575.0,0.0,tlx_671_b_h_35
1672554085,4286.0,0.0,tlx_671_b_h_35
1672554090,4342.0,0.0,tlx_671_b_h_35
1672554095,4451.0,0.0,tlx_671_b_h_35
1672554100,3623.0,0.0,tlx_671_b_h_35
1672554105,3975.0,0.0,tlx_671_b_h_35
1672554110,3413.0,0.0,tlx_671_b_h_35
1672554115,3167.0,0.0,tlx_671_b_h_35
1672554120,3892.0,0.0,tlx_671_b_h_35
1672554125,3281.0,0.0,tlx_671_b_h_35
1672554130,4875.0,0.0,tlx_671_b_h_35
1672554135,3062.0,0.0,tlx_671_b_h_35
1672554140,3585.0,0.0,tlx_671_b_h_35
1672554145,4823.0,0.0,tlx_671_b_h_35
1672554150,4126.0,0.0,tlx_671_b_h_35
1672554155,3651.0,0.0,tlx_671_b_h_35
1672554160,4270.0,0.0,tlx_671_b_h_35
1672554165,3825.0,0.0,tlx_671_b_h_35
1672554170,4674.0,0.0,tlx_671_b_h_35
1672554175,3772.0,0.0,tlx_671_b_h_35
1672554180,4808.0,0.0,tlx_671_b_h_35
1672554185,4115.0,0.0,tlx_671_b_h_35
1672554190,4716.0,0.0,tlx_671_b_h_35
1672554195,3383.0,0.0,tlx_671_b_h_35
1672554200,4583.0,0.0,tlx_671_b_h_35
1672554205,4075.0,0.0,tlx_671_b_h_35
1672554210,3776.0,0.0,tlx_671_b_h_35
1672554215,3112.0,0.0,tlx_671_b_h_35
1672554220,3733.0,0.0,tlx_671_b_h_35
1672554225,4827.0,0.0,tlx_671_b_h_35
1672554230,4556.0,0.0,tlx_671_b_h_35
1672554235,4441.0,0.0,tlx_671_b_h_35
1672554240,4016.0,0.0,tlx_671_b_h_35
1672554245,3390.0,0.0,tlx_671_b_h_35
1672554250,3730.0,0.0,tlx_671_b_h_35
1672554255,3510.0,0.0,tlx_671_b_h_35
1672554260,3223.0,0.0,tlx_671_b_h_35
1672554265,3683.0,0.0,tlx_671_b_h_35
1672554270,3877.0,0.0,tlx_671_b_h_35
1672554275,3700.0,0.0,tlx_671_b_h_35
1672554280,3844.0,0.0,tlx_671_b_h_35
1672554285,3988.0,0.0,tlx_671_b_h_35
1672554290,4346.0,0.0,tlx_671_b_h_35
1672554295,4859.0,0.0,tlx_671_b_h_35
1672554300,4401.0,0.0,tlx_671_b_h_35
1672554305,4519.0,0.0,tlx_671_b_h_35
1672554310,4604.0,0.0,tlx_671_b_h_35
1672554315,3771.0,0.0,tlx_671_b_h_35
1672554320,3478.0,0.0,tlx_671_b_h_35
1672554325,3466.0,0.0,tlx_671_b_h_35
1672554330,3276.0,0.0,tlx_671_b_h_35
1672554335,3766.0,0.0,tlx_671_b_h_35
1672554340,4959.0,0.0,tlx_671_b_h_35
1672554345,3100.0,0.0,tlx_671_b_h_35
1672554350,3656.0,0.0,tlx_671_b_h_35
1672554355,4406.0,0.0,tlx_671_b_h_35
1672554360,4775.0,0.0,tlx_671_b_h_35
1672554365,4791.0,0.0,tlx_671_b_h_35
1672554370,4954.0,0.0,tlx_671_b_h_35
1672554375,4025.0,0.0,tlx_671_b_h_35
1672554380,3530.0,0.0,tlx_671_b_h_35
1672554385,3985.0,0.0,tlx_671_b_h_35
1672554390,4182.0,0.0,tlx_671_b_h_35
1672554395,3381.0,0.0,tlx_671_b_h_35
1672554400,3527.0,0.0,tlx_671_b_h_35
1672554405,4782.0,0.0,tlx_671_b_h_35
1672554410,3933.0,0.0,tlx_671_b_h_35
1672554415,3551.0,0.0,tlx_671_b_h_35
1672554420,4911.0,0.0,tlx_671_b_h_35
1672554425,3061.0,0.0,tlx_671_b_h_35
1672554430,3169.0,0.0,tlx_671_b_h_35
1672554435,4444.0,0.0,tlx_671_b_h_35
1672554440,4010.0,0.0,tlx_671_b_h_35
1672554445,3678.0,0.0,tlx_671_b_h_35
1672554450,3182.0,0.0,tlx_671_b_h_35
1672554455,3106.0,0.0,tlx_671_b_h_35
1672554460,3074.0,0.0,tlx_671_b_h_35
1672554465,3233.0,0.0,tlx_671_b_h_35
1672554470,4981.0,0.0,tlx_671_b_h_35
1672554475,4177.0,0.0,tlx_671_b_h_35
1672554480,4928.0,0.0,tlx_671_b_h_35
1672554485,4270.0,0.0,tlx_671_b_h_35
1672554490,3594.0,0.0,tlx_671_b_h_35
1672554495,3611.0,0.0,tlx_671_b_h_35
1672554500,4264.0,0.0,tlx_671_b_h_35
1672554505,4131.0,0.0,tlx_671_b_h_35
1672554510,3900.0,0.0,tlx_671_b_h_35
1672554515,3550.0,0.0,tlx_671_b_h_35
1672554520,4761.0,0.0,tlx_671_b_h_35
1672554525,4938.0,0.0,tlx_671_b_h_35
1672554530,4334.0,0.0,tlx_671_b_h_35
1672554535,3793.0,0.0,tlx_671_b_h_35
1672554540,3660.0,0.0,tlx_671_b_h_35
1672554545,3733.0,0.0,tlx_671_b_h_35
1672554550,4059.0,0.0,tlx_671_b_h_35
1672554555,4021.0,0.0,tlx_671_b_h_35
1672554560,4448.0,0.0,tlx_671_b_h_35
1672554565,4613.0,0.0,tlx_671_b_h_35
1672554570,4996.0,0.0,tlx_671_b_h_35
1672554575,3044.0,0.0,tlx_671_b_h_35
1672554580,4906.0,0.0,tlx_671_b_h_35
1672554585,4080.0,0.0,tlx_671_b_h_35
1672554590,4237.0,0.0,tlx_671_b_h_35
1672554595,4021.0,0.0,tlx_671_b_h_35
1672554600,4278.0,0.0,tlx_671_b_h_35
1672554605,4378.0,0.0,tlx_671_b_h_35
1672554610,3034.0,0.0,tlx_671_b_h_35
1672554615,4899.0,0.0,tlx_671_b_h_35
1672554620,3779.0,0.0,tlx_671_b_h_35
1672554625,3656.0,0.0,tlx_671_b_h_35
1672554630,3545.0,0.0,tlx_671_b_h_35
1672554635,3884.0,0.0,tlx_671_b_h_35
1672554640,4268.0,0.0,tlx_671_b_h_35
1672554645,3221.0,0.0,tlx_671_b_h_35
1672554650,3031.0,0.0,tlx_671_b_h_35
1672554655,3093.0,0.0,tlx_671_b_h_35
1672554660,4660.0,0.0,tlx_671_b_h_35
1672554665,3703.0,0.0,tlx_671_b_h_35
1672554670,4390.0,0.0,tlx_671_b_h_35
1672554675,4798.0,0.0,tlx_671_b_h_35
1672554680,3005.0,0.0,tlx_671_b_h_35
1672554685,3415.0,0.0,tlx_671_b_h_35
1672554690,4870.0,0.0,tlx_671_b_h_35
1672554695,3966.0,0.0,tlx_671_b_h_35
1672554700,3845.0,0.0,tlx_671_b_h_35
1672554705,4399.0,0.0,tlx_671_b_h_35
1672554710,4781.0,0.0,tlx_671_b_h_35
1672554715,3920.0,0.0,tlx_671_b_h_35
1672554720,3637.0,0.0,tlx_671_b_h_35
1672554725,3629.0,0.0,tlx_671_b_h_35
1672554730,4360.0,0.0,tlx_671_b_h_35
1672554735,4111.0,0.0,tlx_671_b_h_35
1672554740,4196.0,0.0,tlx_671_b_h_35
1672554745,3170.0,0.0,tlx_671_b_h_35
1672554750,4650.0,0.0,tlx_671_b_h_35
1672554755,3841.0,0.0,tlx_671_b_h_35
1672554760,3415.0,0.0,tlx_671_b_h_35
1672554765,4773.0,0.0,tlx_671_b_h_35
1672554770,3968.0,0.0,tlx_671_b_h_35
1672554775,3848.0,0.0,tlx_671_b_h_35
1672554780,3285.0,0.0,tlx_671_b_h_35
1672554785,3212.0,0.0,tlx_671_b_h_35
1672554790,3217.0,0.0,tlx_671_b_h_35
1672554795,4947.0,0.0,tlx_671_b_h_35
1672554800,3679.0,0.0,tlx_671_b_h_35
1672554805,3596.0,0.0,tlx_671_b_h_35
1672554810,3807.0,0.0,tlx_671_b_h_35
1672554815,4600.0,0.0,tlx_671_b_h_35
1672554820,3078.0,0.0,tlx_671_b_h_35
1672554825,4073.0,0.0,tlx_671_b_h_35
1672554830,4497.0,0.0,tlx_671_b_h_35
1672554835,3226.0,0.0,tlx_671_b_h_35
1672554840,4462.0,0.0,tlx_671_b_h_35
1672554845,3046.0,0.0,tlx_671_b_h_35
1672554850,3139.0,0.0,tlx_671_b_h_35
1672554855,4885.0,0.0,tlx_671_b_h_35
1672554860,4714.0,0.0,tlx_671_b_h_35
1672554865,3323.0,0.0,tlx_671_b_h_35
1672554870,3471.0,0.0,tlx_671_b_h_35
1672554875,4986.0,0.0,tlx_671_b_h_35
1672554880,3458.0,0.0,tlx_671_b_h_35
1672554885,3172.0,0.0,tlx_671_b_h_35
1672554890,4143.0,0.0,tlx_671_b_h_35
1672554895,3870.0,0.0,tlx_671_b_h_35
1672554900,4377.0,0.0,tlx_671_b_h_35
1672554905,3569.0,0.0,tlx_671_b_h_35
1672554910,4602.0,0.0,tlx_671_b_h_35
1672554915,4889.0,0.0,tlx_671_b_h_35
1672554920,4665.0,0.0,tlx_671_b_h_35
1672554925,4474.0,0.0,tlx_671_b_h_35
1672554930,3362.0,0.0,tlx_671_b_h_35
1672554935,3702.0,0.0,tlx_671_b_h_35
1672554940,3680.0,0.0,tlx_671_b_h_35
1672554945,4249.0,0.0,tlx_671_b_h_35
1672554950,4486.0,0.0,tlx_671_b_h_35
1672554955,3753.0,0.0,tlx_671_b_h_35
1672554960,4296.0,0.0,tlx_671_b_h_35
1672554965,4268.0,0.0,tlx_671_b_h_35
1672554970,3770.0,0.0,tlx_671_b_h_35
1672554975,4880.0,0.0,tlx_671_b_h_35
1672554980,3695.0,0.0,tlx_671_b_h_35
1672554985,4864.0,0.0,tlx_671_b_h_35
1672554990,4451.0,0.0,tlx_671_b_h_35
1672554995,3384.0,0.0,tlx_671_b_h_35
1672555000,4546.0,0.0,tlx_671_b_h_35
1672555005,4143.0,0.0,tlx_671_b_h_35
1672555010,3704.0,0.0,tlx_671_b_h_35
1672555015,3721.0,0.0,tlx_671_b_h_35
1672555020,4232.0,0.0,tlx_671_b_h_35
1672555025,3486.0,0.0,tlx_671_b_h_35
1672555030,4193.0,0.0,tlx_671_b_h_35
1672555035,4003.0,0.0,tlx_671_b_h_35
1672555040,4324.0,0.0,tlx_671_b_h_35
1672555045,4916.0,0.0,tlx_671_b_h_35
1672555050,3731.0,0.0,tlx_671_b_h_35
1672555055,3725.0,0.0,tlx_671_b_h_35
1672555060,3275.0,0.0,tlx_671_b_h_35
1672555065,3481.0,0.0,tlx_671_b_h_35
1672555070,3483.0,0.0,tlx_671_b_h_35
1672555075,3119.0,0.0,tlx_671_b_h_35
1672555080,3731.0,0.0,tlx_671_b_h_35
1672555085,4091.0,0.0,tlx_671_b_h_35
1672555090,4520.0,0.0,tlx_671_b_h_35
1672555095,3283.0,0.0,tlx_671_b_h_35
1672555100,3845.0,0.0,tlx_671_b_h_35
1672555105,3592.0,0.0,tlx_671_b_h_35
1672555110,3060.0,0.0,tlx_671_b_h_35
1672555115,4001.0,0.0,tlx_671_b_h_35
1672555120,4197.0,0.0,tlx_671_b_h_35
1672555125,4144.0,0.0,tlx_671_b_h_35
1672555130,3076.0,0.0,tlx_671_b_h_35
1672555135,4898.0,0.0,tlx_671_b_h_35
1672555140,3761.0,0.0,tlx_671_b_h_35
1672555145,3760.0,0.0,tlx_671_b_h_35
1672555150,3855.0,0.0,tlx_671_b_h_35
1672555155,4693.0,0.0,tlx_671_b_h_35
1672555160,4223.0,0.0,tlx_671_b_h_35
1672555165,3285.0,0.0,tlx_671_b_h_35
1672555170,4139.0,0.0,tlx_671_b_h_35
1672555175,4119.0,0.0,tlx_671_b_h_35
1672555180,4970.0,0.0,tlx_671_b_h_35
1672555185,4536.0,0.0,tlx_671_b_h_35
1672555190,3897.0,0.0,tlx_671_b_h_35
1672555195,3941.0,0.0,tlx_671_b_h_35
1672555200,3282.0,0.0,tlx_671_b_h_35
1672555205,4282.0,0.0,tlx_671_b_h_35
1672555210,3263.0,0.0,tlx_671_b_h_35
1672555215,4671.0,0.0,tlx_671_b_h_35
1672555220,4836.0,0.0,tlx_671_b_h_35
1672555225,4915.0,0.0,tlx_671_b_h_35
1672555230,4105.0,0.0,tlx_671_b_h_35
1672555235,3481.0,0.0,tlx_671_b_h_35
1672555240,4058.0,0.0,tlx_671_b_h_35
1672555245,4504.0,0.0,tlx_671_b_h_35
1672555250,3613.0,0.0,tlx_671_b_h_35
1672555255,3775.0,0.0,tlx_671_b_h_35
1672555260,3425.0,0.0,tlx_671_b_h_35
1672555265,3112.0,0.0,tlx_671_b_h_35
1672555270,4003.0,0.0,tlx_671_b_h_35
1672555275,3064.0,0.0,tlx_671_b_h_35
1672555280,4033.0,0.0,tlx_671_b_h_35
1672555285,4742.0,0.0,tlx_671_b_h_35
1672555290,3714.0,0.0,tlx_671_b_h_35
1672555295,4170.0,0.0,tlx_671_b_h_35
1672555300,4579.0,0.0,tlx_671_b_h_35
1672555305,4500.0,0.0,tlx_671_b_h_35
1672555310,3902.0,0.0,tlx_671_b_h_35
1672555315,3076.0,0.0,tlx_671_b_h_35
1672555320,3212.0,0.0,tlx_671_b_h_35
1672555325,3358.0,0.0,tlx_671_b_h_35
1672555330,3337.0,0.0,tlx_671_b_h_35
1672555335,3154.0,0.0,tlx_671_b_h_35
1672555340,4920.0,0.0,tlx_671_b_h_35
1672555345,4443.0,0.0,tlx_671_b_h_35
1672555350,3299.0,0.0,tlx_671_b_h_35
1672555355,3468.0,0.0,tlx_671_b_h_35
1672555360,3593.0,0.0,tlx_671_b_h_35
1672555365,3897.0,0.0,tlx_671_b_h_35
1672555370,3961.0,0.0,tlx_671_b_h_35
1672555375,3865.0,0.0,tlx_671_b_h_35
1672555380,4130.0,0.0,tlx_671_b_h_35
1672555385,3648.0,0.0,tlx_671_b_h_35
1672555390,4651.0,0.0,tlx_671_b_h_35
1672555395,3007.0,0.0,tlx_671_b_h_35
1672555400,4930.0,0.0,tlx_671_b_h_35
1672555405,4238.0,0.0,tlx_671_b_h_35
1672555410,4648.0,0.0,tlx_671_b_h_35
1672555415,4330.0,0.0,tlx_671_b_h_35
1672555420,4739.0,0.0,tlx_671_b_h_35
1672555425,3308.0,0.0,tlx_671_b_h_35
1672555430,3754.0,0.0,tlx_671_b_h_35
1672555435,4456.0,0.0,tlx_671_b_h_35
1672555440,3202.0,0.0,tlx_671_b_h_35
1672555445,3717.0,0.0,tlx_671_b_h_35
1672555450,3511.0,0.0,tlx_671_b_h_35
1672555455,3616.0,0.0,tlx_671_b_h_35
1672555460,3340.0,0.0,tlx_671_b_h_35
1672555465,4050.0,0.0,tlx_671_b_h_35
