Time,DER_632_c_32_Watts,DER_632_c_32_Vars,DER_632_c_32_loc
1672554265,3202.0,0.0,tlx_632_c_h_32
1672554270,4196.0,0.0,tlx_632_c_h_32
1672554275,4852.0,0.0,tlx_632_c_h_32
1672554280,4070.0,0.0,tlx_632_c_h_32
1672554285,3865.0,0.0,tlx_632_c_h_32
1672554290,3634.0,0.0,tlx_632_c_h_32
1672554295,4241.0,0.0,tlx_632_c_h_32
1672554300,3769.0,0.0,tlx_632_c_h_32
1672554305,4774.0,0.0,tlx_632_c_h_32
1672554310,4427.0,0.0,tlx_632_c_h_32
1672554315,4062.0,0.0,tlx_632_c_h_32
1672554320,3125.0,0.0,tlx_632_c_h_32
1672554325,3862.0,0.0,tlx_632_c_h_32
1672554330,3894.0,0.0,tlx_632_c_h_32
1672554335,3130.0,0.0,tlx_632_c_h_32
1672554340,4294.0,0.0,tlx_632_c_h_32
1672554345,4533.0,0.0,tlx_632_c_h_32
1672554350,3757.0,0.0,tlx_632_c_h_32
1672554355,4373.0,0.0,tlx_632_c_h_32
1672554360,4060.0,0.0,tlx_632_c_h_32
1672554365,3467.0,0.0,tlx_632_c_h_32
1672554370,3132.0,0.0,tlx_632_c_h_32
1672554375,4516.0,0.0,tlx_632_c_h_32
1672554380,4421.0,0.0,tlx_632_c_h_32
1672554385,3197.0,0.0,tlx_632_c_h_32
1672554390,4713.0,0.0,tlx_632_c_h_32
1672554395,3205.0,0.0,tlx_632_c_h_32
1672554400,4743.0,0.0,tlx_632_c_h_32
1672554405,4181.0,0.0,tlx_632_c_h_32
1672554410,4212.0,0.0,tlx_632_c_h_32
1672554415,3157.0,0.0,tlx_632_c_h_32
1672554420,3016.0,0.0,tlx_632_c_h_32
1672554425,3780.0,0.0,tlx_632_c_h_32
1672554430,4251.0,0.0,tlx_632_c_h_32
1672554435,3955.0,0.0,tlx_632_c_h_32
1672554440,4201.0,0.0,tlx_632_c_h_32
1672554445,3723.0,0.0,tlx_632_c_h_32
1672554450,4647.0,0.0,tlx_632_c_h_32
1672554455,4982.0,0.0,tlx_632_c_h_32
1672554460,4307.0,0.0,tlx_632_c_h_32
1672554465,3685.0,0.0,tlx_632_c_h_32
1672554470,4724.0,0.0,tlx_632_c_h_32
1672554475,3133.0,0.0,tlx_632_c_h_32
1672554480,4903.0,0.0,tlx_632_c_h_32
1672554485,3212.0,0.0,tlx_632_c_h_32
1672554490,4631.0,0.0,tlx_632_c_h_32
1672554495,3576.0,0.0,tlx_632_c_h_32
1672554500,3016.0,0.0,tlx_632_c_h_32
1672554505,3833.0,0.0,tlx_632_c_h_32
1672554510,4337.0,0.0,tlx_632_c_h_32
1672554515,3272.0,0.0,tlx_632_c_h_32
1672554520,4743.0,0.0,tlx_632_c_h_32
1672554525,3540.0,0.0,tlx_632_c_h_32
1672554530,4803.0,0.0,tlx_632_c_h_32
1672554535,4717.0,0.0,tlx_632_c_h_32
1672554540,4387.0,0.0,tlx_632_c_h_32
1672554545,3010.0,0.0,tlx_632_c_h_32
1672554550,4419.0,0.0,tlx_632_c_h_32
1672554555,3264.0,0.0,tlx_632_c_h_32
1672554560,4548.0,0.0,tlx_632_c_h_32
1672554565,3344.0,0.0,tlx_632_c_h_32
1672554570,4654.0,0.0,tlx_632_c_h_32
1672554575,3611.0,0.0,tlx_632_c_h_32
1672554580,3843.0,0.0,tlx_632_c_h_32
1672554585,4123.0,0.0,tlx_632_c_h_32
1672554590,3810.0,0.0,tlx_632_c_h_32
1672554595,3084.0,0.0,tlx_632_c_h_32
1672554600,3829.0,0.0,tlx_632_c_h_32
1672554605,3606.0,0.0,tlx_632_c_h_32
1672554610,4448.0,0.0,tlx_632_c_h_32
1672554615,3528.0,0.0,tlx_632_c_h_32
1672554620,4373.0,0.0,tlx_632_c_h_32
1672554625,4027.0,0.0,tlx_632_c_h_32
1672554630,4733.0,0.0,tlx_632_c_h_32
1672554635,4024.0,0.0,tlx_632_c_h_32
1672554640,3502.0,0.0,tlx_632_c_h_32
1672554645,3581.0,0.0,tlx_632_c_h_32
1672554650,3535.0,0.0,tlx_632_c_h_32
1672554655,4531.0,0.0,tlx_632_c_h_32
1672554660,3792.0,0.0,tlx_632_c_h_32
1672554665,4239.0,0.0,tlx_632_c_h_32
1672554670,4457.0,0.0,tlx_632_c_h_32
1672554675,3848.0,0.0,tlx_632_c_h_32
1672554680,4615.0,0.0,tlx_632_c_h_32
1672554685,3860.0,0.0,tlx_632_c_h_32
1672554690,3062.0,0.0,tlx_632_c_h_32
1672554695,4510.0,0.0,tlx_632_c_h_32
1672554700,3413.0,0.0,tlx_632_c_h_32
1672554705,4138.0,0.0,tlx_632_c_h_32
1672554710,4274.0,0.0,tlx_632_c_h_32
1672554715,3163.0,0.0,tlx_632_c_h_32
1672554720,3363.0,0.0,tlx_632_c_h_32
1672554725,3913.0,0.0,tlx_632_c_h_32
1672554730,4221.0,0.0,tlx_632_c_h_32
1672554735,4798.0,0.0,tlx_632_c_h_32
1672554740,4431.0,0.0,tlx_632_c_h_32
1672554745,3286.0,0.0,tlx_632_c_h_32
1672554750,3112.0,0.0,tlx_632_c_h_32
1672554755,3950.0,0.0,tlx_632_c_h_32
1672554760,4273.0,0.0,tlx_632_c_h_32
1672554765,4126.0,0.0,tlx_632_c_h_32
1672554770,3120.0,0.0,tlx_632_c_h_32
1672554775,4680.0,0.0,tlx_632_c_h_32
1672554780,3589.0,0.0,tlx_632_c_h_32
1672554785,4387.0,0.0,tlx_632_c_h_32
1672554790,3375.0,0.0,tlx_632_c_h_32
1672554795,4069.0,0.0,tlx_632_c_h_32
1672554800,4069.0,0.0,tlx_632_c_h_32
1672554805,4720.0,0.0,tlx_632_c_h_32
1672554810,3164.0,0.0,tlx_632_c_h_32
1672554815,4104.0,0.0,tlx_632_c_h_32
1672554820,4220.0,0.0,tlx_632_c_h_32
1672554825,4619.0,0.0,tlx_632_c_h_32
1672554830,3931.0,0.0,tlx_632_c_h_32
1672554835,4977.0,0.0,tlx_632_c_h_32
1672554840,3401.0,0.0,tlx_632_c_h_32
1672554845,4259.0,0.0,tlx_632_c_h_32
1672554850,3619.0,0.0,tlx_632_c_h_32
1672554855,3743.0,0.0,tlx_632_c_h_32
1672554860,4919.0,0.0,tlx_632_c_h_32
1672554865,4756.0,0.0,tlx_632_c_h_32
1672554870,4156.0,0.0,tlx_632_c_h_32
1672554875,4061.0,0.0,tlx_632_c_h_32
1672554880,4378.0,0.0,tlx_632_c_h_32
1672554885,3335.0,0.0,tlx_632_c_h_32
1672554890,3208.0,0.0,tlx_632_c_h_32
1672554895,4581.0,0.0,tlx_632_c_h_32
1672554900,3061.0,0.0,tlx_632_c_h_32
1672554905,4129.0,0.0,tlx_632_c_h_32
1672554910,4573.0,0.0,tlx_632_c_h_32
1672554915,4108.0,0.0,tlx_632_c_h_32
1672554920,4671.0,0.0,tlx_632_c_h_32
1672554925,3823.0,0.0,tlx_632_c_h_32
1672554930,3231.0,0.0,tlx_632_c_h_32
1672554935,3786.0,0.0,tlx_632_c_h_32
1672554940,3872.0,0.0,tlx_632_c_h_32
1672554945,4860.0,0.0,tlx_632_c_h_32
1672554950,4861.0,0.0,tlx_632_c_h_32
1672554955,4637.0,0.0,tlx_632_c_h_32
1672554960,4772.0,0.0,tlx_632_c_h_32
1672554965,4483.0,0.0,tlx_632_c_h_32
1672554970,4569.0,0.0,tlx_632_c_h_32
1672554975,3108.0,0.0,tlx_632_c_h_32
1672554980,4162.0,0.0,tlx_632_c_h_32
1672554985,3775.0,0.0,tlx_632_c_h_32
1672554990,4305.0,0.0,tlx_632_c_h_32
1672554995,4489.0,0.0,tlx_632_c_h_32
1672555000,3142.0,0.0,tlx_632_c_h_32
1672555005,4538.0,0.0,tlx_632_c_h_32
1672555010,4424.0,0.0,tlx_632_c_h_32
1672555015,4908.0,0.0,tlx_632_c_h_32
1672555020,4193.0,0.0,tlx_632_c_h_32
1672555025,4939.0,0.0,tlx_632_c_h_32
1672555030,3881.0,0.0,tlx_632_c_h_32
1672555035,3726.0,0.0,tlx_632_c_h_32
1672555040,3233.0,0.0,tlx_632_c_h_32
1672555045,3112.0,0.0,tlx_632_c_h_32
1672555050,4481.0,0.0,tlx_632_c_h_32
1672555055,4770.0,0.0,tlx_632_c_h_32
1672555060,3342.0,0.0,tlx_632_c_h_32
1672555065,3882.0,0.0,tlx_632_c_h_32
1672555070,4260.0,0.0,tlx_632_c_h_32
1672555075,3601.0,0.0,tlx_632_c_h_32
1672555080,4692.0,0.0,tlx_632_c_h_32
1672555085,3949.0,0.0,tlx_632_c_h_32
1672555090,3198.0,0.0,tlx_632_c_h_32
1672555095,3262.0,0.0,tlx_632_c_h_32
1672555100,3933.0,0.0,tlx_632_c_h_32
1672555105,3026.0,0.0,tlx_632_c_h_32
1672555110,3371.0,0.0,tlx_632_c_h_32
1672555115,4929.0,0.0,tlx_632_c_h_32
1672555120,4608.0,0.0,tlx_632_c_h_32
1672555125,3894.0,0.0,tlx_632_c_h_32
1672555130,4313.0,0.0,tlx_632_c_h_32
1672555135,4418.0,0.0,tlx_632_c_h_32
1672555140,3513.0,0.0,tlx_632_c_h_32
1672555145,3521.0,0.0,tlx_632_c_h_32
1672555150,3727.0,0.0,tlx_632_c_h_32
1672555155,3729.0,0.0,tlx_632_c_h_32
1672555160,4967.0,0.0,tlx_632_c_h_32
1672555165,4893.0,0.0,tlx_632_c_h_32
1672555170,3665.0,0.0,tlx_632_c_h_32
1672555175,3052.0,0.0,tlx_632_c_h_32
1672555180,3754.0,0.0,tlx_632_c_h_32
1672555185,4667.0,0.0,tlx_632_c_h_32
1672555190,3422.0,0.0,tlx_632_c_h_32
1672555195,3913.0,0.0,tlx_632_c_h_32
1672555200,3703.0,0.0,tlx_632_c_h_32
1672555205,3182.0,0.0,tlx_632_c_h_32
1672555210,3633.0,0.0,tlx_632_c_h_32
1672555215,3348.0,0.0,tlx_632_c_h_32
1672555220,4180.0,0.0,tlx_632_c_h_32
1672555225,4263.0,0.0,tlx_632_c_h_32
1672555230,4973.0,0.0,tlx_632_c_h_32
1672555235,4906.0,0.0,tlx_632_c_h_32
1672555240,4515.0,0.0,tlx_632_c_h_32
1672555245,4865.0,0.0,tlx_632_c_h_32
1672555250,4100.0,0.0,tlx_632_c_h_32
1672555255,3654.0,0.0,tlx_632_c_h_32
1672555260,3703.0,0.0,tlx_632_c_h_32
1672555265,4410.0,0.0,tlx_632_c_h_32
1672555270,4213.0,0.0,tlx_632_c_h_32
1672555275,3910.0,0.0,tlx_632_c_h_32
1672555280,4292.0,0.0,tlx_632_c_h_32
1672555285,4589.0,0.0,tlx_632_c_h_32
1672555290,4269.0,0.0,tlx_632_c_h_32
1672555295,3638.0,0.0,tlx_632_c_h_32
1672555300,4755.0,0.0,tlx_632_c_h_32
1672555305,4350.0,0.0,tlx_632_c_h_32
1672555310,4096.0,0.0,tlx_632_c_h_32
1672555315,3549.0,0.0,tlx_632_c_h_32
1672555320,4767.0,0.0,tlx_632_c_h_32
1672555325,4851.0,0.0,tlx_632_c_h_32
1672555330,4713.0,0.0,tlx_632_c_h_32
1672555335,3695.0,0.0,tlx_632_c_h_32
1672555340,4914.0,0.0,tlx_632_c_h_32
1672555345,4550.0,0.0,tlx_632_c_h_32
1672555350,4781.0,0.0,tlx_632_c_h_32
1672555355,4990.0,0.0,tlx_632_c_h_32
1672555360,3412.0,0.0,tlx_632_c_h_32
1672555365,3296.0,0.0,tlx_632_c_h_32
1672555370,3895.0,0.0,tlx_632_c_h_32
1672555375,3246.0,0.0,tlx_632_c_h_32
1672555380,4480.0,0.0,tlx_632_c_h_32
1672555385,4718.0,0.0,tlx_632_c_h_32
1672555390,4714.0,0.0,tlx_632_c_h_32
1672555395,4635.0,0.0,tlx_632_c_h_32
1672555400,3648.0,0.0,tlx_632_c_h_32
1672555405,4438.0,0.0,tlx_632_c_h_32
1672555410,3575.0,0.0,tlx_632_c_h_32
1672555415,4483.0,0.0,tlx_632_c_h_32
1672555420,4672.0,0.0,tlx_632_c_h_32
1672555425,3844.0,0.0,tlx_632_c_h_32
1672555430,3671.0,0.0,tlx_632_c_h_32
1672555435,3275.0,0.0,tlx_632_c_h_32
1672555440,3026.0,0.0,tlx_632_c_h_32
1672555445,3733.0,0.0,tlx_632_c_h_32
1672555450,4193.0,0.0,tlx_632_c_h_32
1672555455,4464.0,0.0,tlx_632_c_h_32
1672555460,3919.0,0.0,tlx_632_c_h_32
1672555465,4838.0,0.0,tlx_632_c_h_32
